,State name,Type,Count,Amount,Year
483,punjab,TOTAL,32171248,69531058562.6159,2021
484,assam,TOTAL,25432905,59192473376.66449,2021
485,jharkhand,TOTAL,54002145,104432643311.45735,2021
486,odisha,TOTAL,131824337,245864117477.27853,2021
487,bihar,TOTAL,155603622,374580255186.58875,2021
488,kerala,TOTAL,47191033,74226806436.15614,2021
489,karnataka,TOTAL,530649046,837887151230.051,2021
490,chandigarh,TOTAL,4417547,8417673939.9361,2021
491,telangana,TOTAL,495867544,1027958332797.5902,2021
492,himachal pradesh,TOTAL,9483902,16495634539.809265,2021
493,west bengal,TOTAL,141897437,279434811058.5615,2021
494,gujarat,TOTAL,111841396,210162054552.1156,2021
495,sikkim,TOTAL,976714,2424899579.6753,2021
496,nagaland,TOTAL,1130791,3156293963.781851,2021
497,mizoram,TOTAL,394340,1122874473.3020918,2021
498,chhattisgarh,TOTAL,44689420,78728771259.22594,2021
499,jammu & kashmir,TOTAL,10027819,22813755428.591625,2021
500,goa,TOTAL,4710135,8012853587.075999,2021
501,arunachal pradesh,TOTAL,1568338,4456425616.994377,2021
502,delhi,TOTAL,170157264,281941097684.5416,2021
503,uttarakhand,TOTAL,24000432,40990817874.83847,2021
504,puducherry,TOTAL,5121726,8729974431.01447,2021
505,tamil nadu,TOTAL,204357404,365207323053.92737,2021
506,uttar pradesh,TOTAL,306543384,557080841279.8989,2021
507,madhya pradesh,TOTAL,311443334,504412603851.499,2021
508,andhra pradesh,TOTAL,432032550,984218035564.122,2021
509,tripura,TOTAL,2081200,4364133768.181473,2021
510,lakshadweep,TOTAL,13370,38803163.698768154,2021
511,manipur,TOTAL,3941396,10406861028.904892,2021
512,maharashtra,TOTAL,792874060,1159257305167.4517,2021
513,dadra & nagar haveli & daman & diu,TOTAL,3129470,4305939102.791508,2021
514,meghalaya,TOTAL,1097731,2769000451.527979,2021
515,andaman & nicobar islands,TOTAL,449764,1310024395.8016036,2021
516,haryana,TOTAL,140459693,240827092259.20697,2021
517,rajasthan,TOTAL,400284753,710511328542.4896,2021
518,ladakh,TOTAL,590987,2213984743.93459,2021
519,punjab,TOTAL,42533489,85992560840.61221,2021
520,assam,TOTAL,33504441,75700499273.30748,2021
521,jharkhand,TOTAL,70795702,121891015118.8533,2021
522,odisha,TOTAL,177362674,303780718933.0267,2021
523,bihar,TOTAL,187671113,397062760956.3983,2021
524,kerala,TOTAL,63028266,101686161773.12894,2021
525,karnataka,TOTAL,753296539,1133234739157.5984,2021
526,chandigarh,TOTAL,6649378,11815883004.693302,2021
527,telangana,TOTAL,622886768,1178289126292.262,2021
528,himachal pradesh,TOTAL,12064167,21310262071.128155,2021
529,west bengal,TOTAL,181712988,362457066256.5059,2021
530,gujarat,TOTAL,149248407,272624626113.58765,2021
531,sikkim,TOTAL,1160594,2989336863.8083954,2021
532,nagaland,TOTAL,1356792,3987416848.005447,2021
533,mizoram,TOTAL,478529,1473748650.2119522,2021
534,chhattisgarh,TOTAL,64237938,104606108262.77591,2021
535,jammu & kashmir,TOTAL,13151041,31598443648.03224,2021
536,goa,TOTAL,6467763,10478425592.936367,2021
537,arunachal pradesh,TOTAL,1906967,5678124175.298816,2021
538,delhi,TOTAL,238760608,383858316548.281,2021
539,uttarakhand,TOTAL,31042284,50527496783.56469,2021
540,puducherry,TOTAL,6368810,10423651801.230518,2021
541,tamil nadu,TOTAL,259155976,443723952594.79407,2021
542,uttar pradesh,TOTAL,406157932,773890970072.1896,2021
543,madhya pradesh,TOTAL,404308084,656887492404.479,2021
544,andhra pradesh,TOTAL,522254003,1156264447083.9226,2021
545,tripura,TOTAL,2520693,5496929464.299448,2021
546,lakshadweep,TOTAL,15470,50998185.528381005,2021
547,manipur,TOTAL,4687439,12658472038.211857,2021
548,maharashtra,TOTAL,1010731502,1475358473128.29,2021
549,dadra & nagar haveli & daman & diu,TOTAL,4157085,5565839386.3306675,2021
550,meghalaya,TOTAL,1440193,3848765400.1861496,2021
551,andaman & nicobar islands,TOTAL,636123,1932610101.3236554,2021
552,haryana,TOTAL,169686975,309240599300.4638,2021
553,rajasthan,TOTAL,487621597,903934418544.2667,2021
554,ladakh,TOTAL,630187,2153535138.7802677,2021
555,punjab,TOTAL,52359360,110710126241.99957,2021
556,assam,TOTAL,46020361,104184967893.21591,2021
557,jharkhand,TOTAL,96009042,166017119003.7058,2021
558,odisha,TOTAL,233925366,385251049689.91846,2021
559,bihar,TOTAL,245126945,519371614068.7477,2021
560,kerala,TOTAL,81823741,123342136943.36395,2021
561,karnataka,TOTAL,931725438,1375471324349.8777,2021
562,chandigarh,TOTAL,7898903,14373583510.61845,2021
563,telangana,TOTAL,775989773,1463758189500.9146,2021
564,himachal pradesh,TOTAL,14666864,26136220500.625923,2021
565,west bengal,TOTAL,225029560,462218037262.097,2021
566,gujarat,TOTAL,182987325,342382580053.62726,2021
567,sikkim,TOTAL,1584345,4196783261.6358047,2021
568,nagaland,TOTAL,1631483,4939083784.136465,2021
569,mizoram,TOTAL,553329,1770665741.5230405,2021
570,chhattisgarh,TOTAL,84717494,136399110518.81381,2021
571,jammu & kashmir,TOTAL,16790628,38926237425.771454,2021
572,goa,TOTAL,11088759,18627257115.86965,2021
573,arunachal pradesh,TOTAL,2390598,6943510352.611343,2021
574,delhi,TOTAL,292683359,488695314062.3906,2021
575,uttarakhand,TOTAL,40361280,66148108159.422195,2021
576,puducherry,TOTAL,7359176,12083474905.386654,2022
577,tamil nadu,TOTAL,294573150,512789201600.61597,2022
578,uttar pradesh,TOTAL,473953246,883123174117.039,2022
579,madhya pradesh,TOTAL,472703058,747665139599.6421,2022
580,andhra pradesh,TOTAL,582603911,1294320646554.8625,2022
581,tripura,TOTAL,2871190,6247329764.349836,2022
582,lakshadweep,TOTAL,16397,54939432.65393007,2022
583,manipur,TOTAL,5313679,14144501078.373814,2022
584,maharashtra,TOTAL,1169506438,1681399273981.1614,2022
585,dadra & nagar haveli & daman & diu,TOTAL,4802803,6237048367.262389,2022
586,meghalaya,TOTAL,1674750,4662338331.33188,2022
587,andaman & nicobar islands,TOTAL,794748,2129030202.0751667,2022
588,haryana,TOTAL,191988609,341304042652.78125,2022
589,rajasthan,TOTAL,564962220,1022050180980.1362,2022
590,ladakh,TOTAL,630015,2025040918.8422096,2022
591,punjab,TOTAL,57758302,118389978105.96233,2022
592,assam,TOTAL,58889886,132280437892.70251,2022
593,jharkhand,TOTAL,110911210,194700207087.16907,2022
594,odisha,TOTAL,263633499,451227311779.7898,2022
595,bihar,TOTAL,284390434,611411695731.1454,2022
596,kerala,TOTAL,95280965,139988942464.69464,2022
597,karnataka,TOTAL,1057855407,1566649488305.8838,2022
598,chandigarh,TOTAL,8600491,15174991549.840002,2022
599,telangana,TOTAL,886453385,1670638169828.999,2022
600,himachal pradesh,TOTAL,16088180,26518447439.932728,2022
601,west bengal,TOTAL,260505092,551426663209.5653,2022
602,gujarat,TOTAL,210547146,392548092253.5477,2022
603,sikkim,TOTAL,1744302,4367431275.863418,2022
604,nagaland,TOTAL,1925952,5544951708.895753,2022
605,mizoram,TOTAL,604917,1945158963.6112473,2022
606,chhattisgarh,TOTAL,97413292,157847045454.8349,2022
607,jammu & kashmir,TOTAL,16245311,33147863626.158833,2022
608,goa,TOTAL,12214098,19816445402.846123,2022
609,arunachal pradesh,TOTAL,2804068,7828091628.0873575,2022
610,delhi,TOTAL,330999861,536964920836.2892,2022
611,uttarakhand,TOTAL,44560772,70978782500.07388,2022
612,puducherry,TOTAL,8643687,13778745255.768896,2022
613,tamil nadu,TOTAL,354506937,590134727678.3616,2022
614,uttar pradesh,TOTAL,595298776,1067515182419.9624,2022
615,madhya pradesh,TOTAL,544899829,867024737328.533,2022
616,andhra pradesh,TOTAL,671134030,1479853948202.9194,2022
617,tripura,TOTAL,3418664,6878271042.0352955,2022
618,lakshadweep,TOTAL,17569,55929601.98990567,2022
619,manipur,TOTAL,6105632,14922910635.149328,2022
620,maharashtra,TOTAL,1407533113,2006272382175.94,2022
621,dadra & nagar haveli & daman & diu,TOTAL,5759771,6995159780.810846,2022
622,meghalaya,TOTAL,2044649,5281491421.884784,2022
623,andaman & nicobar islands,TOTAL,1071217,2685920350.080267,2022
624,haryana,TOTAL,234699962,395234035249.5022,2022
625,rajasthan,TOTAL,661170150,1152833518600.3425,2022
626,ladakh,TOTAL,1118073,3543318177.9962664,2022
627,punjab,TOTAL,72272823,137345426369.22662,2022
628,assam,TOTAL,76334725,153111042086.78204,2022
629,jharkhand,TOTAL,132925275,225636227828.13763,2022
630,odisha,TOTAL,313451598,510035012340.00885,2022
631,bihar,TOTAL,360145029,754461454966.1152,2022
632,kerala,TOTAL,106365322,154696329549.125,2022
633,karnataka,TOTAL,1277448960,1867146114059.2139,2022
634,chandigarh,TOTAL,10772489,17283500158.371002,2022
635,telangana,TOTAL,1063382557,1951414544517.1062,2022
636,himachal pradesh,TOTAL,21291371,33709107958.242233,2022
637,west bengal,TOTAL,315742141,648575179584.2422,2022
638,gujarat,TOTAL,252052796,446798000976.83795,2022
639,sikkim,TOTAL,2322081,5611105670.307129,2022
640,nagaland,TOTAL,2031329,5740285349.020275,2022
641,mizoram,TOTAL,643977,2003186567.1089382,2022
642,chhattisgarh,TOTAL,116584048,181181677163.7799,2022
643,jammu & kashmir,TOTAL,23813747,46254290836.635826,2022
644,goa,TOTAL,14216054,22873037759.520226,2022
645,arunachal pradesh,TOTAL,3556925,9131665374.225872,2022
646,delhi,TOTAL,410634184,629855650458.2181,2022
647,uttarakhand,TOTAL,58166878,88313371025.334,2022
648,puducherry,TOTAL,7042727,10854317711.140945,2022
649,tamil nadu,TOTAL,393496175,631879220373.2378,2022
650,uttar pradesh,TOTAL,703589072,1121370050898.7214,2022
651,madhya pradesh,TOTAL,731259559,1032908494249.5833,2022
652,andhra pradesh,TOTAL,642855035,1385077409712.0752,2022
653,tripura,TOTAL,4256579,8648352804.91115,2022
654,lakshadweep,TOTAL,15241,47580009.61750026,2022
655,manipur,TOTAL,6352742,15381430267.299776,2022
656,maharashtra,TOTAL,1486389417,1947579187374.532,2022
657,dadra & nagar haveli & daman & diu,TOTAL,6465621,7520647359.499438,2022
658,meghalaya,TOTAL,4359165,9603300797.121542,2022
659,andaman & nicobar islands,TOTAL,1584379,3310631772.137388,2022
660,haryana,TOTAL,269361810,428054494578.0213,2022
661,rajasthan,TOTAL,767541360,1238489256318.2175,2022
662,ladakh,TOTAL,1190858,3605199350.373912,2022
663,punjab,TOTAL,84177897,149319443006.3546,2022
664,assam,TOTAL,86113811,161489079054.89807,2022
665,jharkhand,TOTAL,146815332,229412884063.95636,2022
666,odisha,TOTAL,386687326,564545557340.5428,2022
667,bihar,TOTAL,437367385,791446486557.8687,2022
668,kerala,TOTAL,119362904,162260419315.42975,2022
669,karnataka,TOTAL,1189761328,1665918232610.94,2022
670,chandigarh,TOTAL,13478173,20559757737.40586,2022
671,telangana,TOTAL,1628165401,2706325865752.0645,2022
672,himachal pradesh,TOTAL,25164868,37380782688.54074,2022
673,west bengal,TOTAL,356792388,704749898612.1294,2022
674,gujarat,TOTAL,303239732,497437502209.44305,2022
675,sikkim,TOTAL,2396758,5162880543.891459,2022
676,nagaland,TOTAL,1894113,5364400495.050829,2022
677,mizoram,TOTAL,659038,1946265612.067956,2022
678,chhattisgarh,TOTAL,158252587,220161558081.9853,2022
679,jammu & kashmir,TOTAL,22534394,40963554502.24847,2022
680,goa,TOTAL,13188687,19574265275.70635,2022
681,arunachal pradesh,TOTAL,3939418,9025110785.048618,2022
682,delhi,TOTAL,475592161,677612647116.1133,2022
683,uttarakhand,TOTAL,63996519,92641259938.36333,2022
684,puducherry,TOTAL,7556127,11142204877.174492,2022
685,tamil nadu,TOTAL,436316636,675689667591.437,2022
686,uttar pradesh,TOTAL,836369071,1376378802069.4858,2022
687,madhya pradesh,TOTAL,898828268,1302999857548.291,2022
688,andhra pradesh,TOTAL,690017077,1424725083041.687,2022
689,tripura,TOTAL,5198190,10452971818.154081,2022
690,lakshadweep,TOTAL,17147,54813873.614936255,2022
691,manipur,TOTAL,6428670,15625956698.341496,2022
692,maharashtra,TOTAL,1688775272,2210470839617.1724,2022
693,dadra & nagar haveli & daman & diu,TOTAL,7189585,8059640746.081128,2022
694,meghalaya,TOTAL,3932448,8996541156.34871,2022
695,andaman & nicobar islands,TOTAL,1987535,3984674404.428784,2022
696,haryana,TOTAL,296648365,490490659880.10236,2022
697,rajasthan,TOTAL,865574848,1456956699398.6523,2022
698,ladakh,TOTAL,1083372,2894477572.6789374,2022
699,punjab,TOTAL,91835180,168107427177.94028,2022
700,assam,TOTAL,103981267,192653519187.54803,2022
701,jharkhand,TOTAL,175300092,277971737448.5812,2022
702,odisha,TOTAL,445714743,652217064523.9851,2022
703,bihar,TOTAL,517084649,936012149674.8281,2022
704,kerala,TOTAL,132960468,173559808599.71005,2022
705,karnataka,TOTAL,1378910371,1904516622907.6313,2022
706,chandigarh,TOTAL,17904840,27879754566.939415,2022
707,telangana,TOTAL,1819506832,2978252562916.1367,2022
708,himachal pradesh,TOTAL,28555136,41779343232.37363,2022
709,west bengal,TOTAL,405847597,787775633607.248,2022
710,gujarat,TOTAL,341156018,567918305336.5343,2022
711,sikkim,TOTAL,3058339,6458385389.419817,2022
712,nagaland,TOTAL,2476205,6969966384.314047,2022
713,mizoram,TOTAL,693774,2037911085.2630136,2022
714,chhattisgarh,TOTAL,177960446,252519180810.47455,2022
715,jammu & kashmir,TOTAL,27316158,44315295915.49408,2022
716,goa,TOTAL,17192674,24924986371.339146,2022
717,arunachal pradesh,TOTAL,4632709,9684909697.502243,2022
718,delhi,TOTAL,515203457,744915016018.5759,2022
719,uttarakhand,TOTAL,77983880,115496046831.35889,2022
