,District,Pincode,No of Registered User,Year,state,Quater
6865,ajmer,0,118458,2018,rajasthan,Q1
6866,udaipur,0,111919,2018,rajasthan,Q1
6867,bhilwara,0,111753,2018,rajasthan,Q1
6868,nagaur,0,101581,2018,rajasthan,Q1
6869,jhunjhunu,0,98912,2018,rajasthan,Q1
6870,null,302012,68098,2018,rajasthan,Q1
6871,null,302020,50344,2018,rajasthan,Q1
6872,null,302029,49859,2018,rajasthan,Q1
6873,null,302015,47908,2018,rajasthan,Q1
6874,null,311001,46853,2018,rajasthan,Q1
6875,null,302017,45661,2018,rajasthan,Q1
6876,null,301001,39681,2018,rajasthan,Q1
6877,null,302001,39025,2018,rajasthan,Q1
6878,null,335001,36679,2018,rajasthan,Q1
6879,null,313001,36182,2018,rajasthan,Q1
6880,jaipur,0,1182983,2018,rajasthan,Q2
6881,alwar,0,275869,2018,rajasthan,Q2
6882,jodhpur,0,229215,2018,rajasthan,Q2
6883,kota,0,184759,2018,rajasthan,Q2
6884,sikar,0,178308,2018,rajasthan,Q2
6885,ajmer,0,157947,2018,rajasthan,Q2
6886,bhilwara,0,149055,2018,rajasthan,Q2
6887,udaipur,0,146348,2018,rajasthan,Q2
6888,nagaur,0,138240,2018,rajasthan,Q2
6889,jhunjhunu,0,134221,2018,rajasthan,Q2
6890,null,302012,89071,2018,rajasthan,Q2
6891,null,302020,65233,2018,rajasthan,Q2
6892,null,302029,64493,2018,rajasthan,Q2
6893,null,311001,61741,2018,rajasthan,Q2
6894,null,302015,61369,2018,rajasthan,Q2
6895,null,302017,58627,2018,rajasthan,Q2
6896,null,301001,52321,2018,rajasthan,Q2
6897,null,302001,51641,2018,rajasthan,Q2
6898,null,335001,48196,2018,rajasthan,Q2
6899,null,313001,46898,2018,rajasthan,Q2
6900,jaipur,0,1438305,2018,rajasthan,Q3
6901,alwar,0,345018,2018,rajasthan,Q3
6902,jodhpur,0,278965,2018,rajasthan,Q3
6903,kota,0,218406,2018,rajasthan,Q3
6904,sikar,0,216465,2018,rajasthan,Q3
6905,ajmer,0,193489,2018,rajasthan,Q3
6906,bhilwara,0,184376,2018,rajasthan,Q3
6907,udaipur,0,176698,2018,rajasthan,Q3
6908,nagaur,0,170749,2018,rajasthan,Q3
6909,jhunjhunu,0,162942,2018,rajasthan,Q3
6910,null,302012,107088,2018,rajasthan,Q3
6911,null,302020,79083,2018,rajasthan,Q3
6912,null,302029,77899,2018,rajasthan,Q3
6913,null,302015,73697,2018,rajasthan,Q3
6914,null,311001,73337,2018,rajasthan,Q3
6915,null,302017,70843,2018,rajasthan,Q3
6916,null,301001,62988,2018,rajasthan,Q3
6917,null,302001,62534,2018,rajasthan,Q3
6918,null,335001,57250,2018,rajasthan,Q3
6919,null,302013,55784,2018,rajasthan,Q3
6920,jaipur,0,1733893,2018,rajasthan,Q4
6921,alwar,0,426052,2018,rajasthan,Q4
6922,jodhpur,0,352924,2018,rajasthan,Q4
6923,kota,0,263264,2018,rajasthan,Q4
6924,sikar,0,262310,2018,rajasthan,Q4
6925,ajmer,0,237037,2018,rajasthan,Q4
6926,bhilwara,0,225409,2018,rajasthan,Q4
6927,udaipur,0,216089,2018,rajasthan,Q4
6928,nagaur,0,210067,2018,rajasthan,Q4
6929,jhunjhunu,0,196607,2018,rajasthan,Q4
6930,null,302012,128747,2018,rajasthan,Q4
6931,null,302020,94293,2018,rajasthan,Q4
6932,null,302029,93316,2018,rajasthan,Q4
6933,null,302015,87634,2018,rajasthan,Q4
6934,null,311001,87612,2018,rajasthan,Q4
6935,null,302017,84185,2018,rajasthan,Q4
6936,null,301001,75902,2018,rajasthan,Q4
6937,null,302001,75261,2018,rajasthan,Q4
6938,null,335001,70925,2018,rajasthan,Q4
6939,null,302013,67335,2018,rajasthan,Q4
6940,jaipur,0,2060175,2019,rajasthan,Q1
6941,alwar,0,517681,2019,rajasthan,Q1
6942,jodhpur,0,434178,2019,rajasthan,Q1
6943,sikar,0,318166,2019,rajasthan,Q1
6944,kota,0,318085,2019,rajasthan,Q1
6945,ajmer,0,290433,2019,rajasthan,Q1
6946,bhilwara,0,276384,2019,rajasthan,Q1
6947,nagaur,0,259361,2019,rajasthan,Q1
6948,udaipur,0,258915,2019,rajasthan,Q1
6949,jhunjhunu,0,238956,2019,rajasthan,Q1
6950,null,302012,152051,2019,rajasthan,Q1
6951,null,302029,110968,2019,rajasthan,Q1
6952,null,302020,109680,2019,rajasthan,Q1
6953,null,311001,105316,2019,rajasthan,Q1
6954,null,302015,100778,2019,rajasthan,Q1
6955,null,302017,97262,2019,rajasthan,Q1
6956,null,301001,89896,2019,rajasthan,Q1
6957,null,302001,89061,2019,rajasthan,Q1
6958,null,335001,82868,2019,rajasthan,Q1
6959,null,302013,79661,2019,rajasthan,Q1
6960,jaipur,0,2290462,2019,rajasthan,Q2
6961,alwar,0,593855,2019,rajasthan,Q2
6962,jodhpur,0,499967,2019,rajasthan,Q2
6963,sikar,0,366729,2019,rajasthan,Q2
6964,kota,0,359152,2019,rajasthan,Q2
6965,ajmer,0,335167,2019,rajasthan,Q2
6966,bhilwara,0,314517,2019,rajasthan,Q2
6967,nagaur,0,301083,2019,rajasthan,Q2
6968,udaipur,0,296062,2019,rajasthan,Q2
6969,jhunjhunu,0,275603,2019,rajasthan,Q2
6970,null,302012,168578,2019,rajasthan,Q2
6971,null,302029,122421,2019,rajasthan,Q2
6972,null,302020,120003,2019,rajasthan,Q2
6973,null,311001,118290,2019,rajasthan,Q2
6974,null,302015,109679,2019,rajasthan,Q2
6975,null,302017,105403,2019,rajasthan,Q2
6976,null,302001,104285,2019,rajasthan,Q2
6977,null,301001,101785,2019,rajasthan,Q2
6978,null,335001,92230,2019,rajasthan,Q2
6979,null,313001,90885,2019,rajasthan,Q2
6980,jaipur,0,2520933,2019,rajasthan,Q3
6981,alwar,0,666462,2019,rajasthan,Q3
6982,jodhpur,0,557784,2019,rajasthan,Q3
6983,sikar,0,412367,2019,rajasthan,Q3
6984,kota,0,399776,2019,rajasthan,Q3
6985,ajmer,0,378921,2019,rajasthan,Q3
6986,bhilwara,0,352747,2019,rajasthan,Q3
6987,nagaur,0,337197,2019,rajasthan,Q3
6988,udaipur,0,336408,2019,rajasthan,Q3
6989,jhunjhunu,0,307034,2019,rajasthan,Q3
6990,null,302012,185991,2019,rajasthan,Q3
6991,null,302029,134500,2019,rajasthan,Q3
6992,null,311001,131583,2019,rajasthan,Q3
6993,null,302020,130651,2019,rajasthan,Q3
6994,null,302015,118374,2019,rajasthan,Q3
6995,null,302001,117686,2019,rajasthan,Q3
6996,null,302017,114314,2019,rajasthan,Q3
6997,null,301001,112490,2019,rajasthan,Q3
6998,null,313001,103927,2019,rajasthan,Q3
6999,null,335001,101510,2019,rajasthan,Q3
7000,jaipur,0,2746860,2019,rajasthan,Q4
7001,alwar,0,742956,2019,rajasthan,Q4
7002,jodhpur,0,622601,2019,rajasthan,Q4
7003,sikar,0,464940,2019,rajasthan,Q4
7004,kota,0,441496,2019,rajasthan,Q4
7005,ajmer,0,426926,2019,rajasthan,Q4
7006,bhilwara,0,394803,2019,rajasthan,Q4
7007,nagaur,0,383582,2019,rajasthan,Q4
7008,udaipur,0,378564,2019,rajasthan,Q4
7009,jhunjhunu,0,344011,2019,rajasthan,Q4
7010,null,302012,201766,2019,rajasthan,Q4
7011,null,302029,146384,2019,rajasthan,Q4
7012,null,311001,143656,2019,rajasthan,Q4
7013,null,302020,140229,2019,rajasthan,Q4
7014,null,302001,128922,2019,rajasthan,Q4
7015,null,302015,126802,2019,rajasthan,Q4
7016,null,301001,122776,2019,rajasthan,Q4
7017,null,302017,122407,2019,rajasthan,Q4
7018,null,313001,115454,2019,rajasthan,Q4
7019,null,334001,112040,2019,rajasthan,Q4
7020,jaipur,0,2966508,2020,rajasthan,Q1
7021,alwar,0,825297,2020,rajasthan,Q1
7022,jodhpur,0,695569,2020,rajasthan,Q1
7023,sikar,0,522371,2020,rajasthan,Q1
7024,kota,0,483202,2020,rajasthan,Q1
7025,ajmer,0,482545,2020,rajasthan,Q1
7026,bhilwara,0,442746,2020,rajasthan,Q1
7027,nagaur,0,437492,2020,rajasthan,Q1
7028,udaipur,0,422167,2020,rajasthan,Q1
7029,jhunjhunu,0,386643,2020,rajasthan,Q1
7030,null,302012,217583,2020,rajasthan,Q1
7031,null,302029,158044,2020,rajasthan,Q1
7032,null,311001,157136,2020,rajasthan,Q1
7033,null,302020,149472,2020,rajasthan,Q1
7034,null,302001,139859,2020,rajasthan,Q1
7035,null,302015,133707,2020,rajasthan,Q1
7036,null,301001,133372,2020,rajasthan,Q1
7037,null,302017,129853,2020,rajasthan,Q1
7038,null,313001,127121,2020,rajasthan,Q1
7039,null,334001,123837,2020,rajasthan,Q1
7040,jaipur,0,3182014,2020,rajasthan,Q2
7041,alwar,0,915475,2020,rajasthan,Q2
7042,jodhpur,0,786584,2020,rajasthan,Q2
7043,sikar,0,589850,2020,rajasthan,Q2
7044,ajmer,0,543273,2020,rajasthan,Q2
7045,kota,0,529843,2020,rajasthan,Q2
7046,nagaur,0,507139,2020,rajasthan,Q2
7047,bhilwara,0,494563,2020,rajasthan,Q2
7048,udaipur,0,470976,2020,rajasthan,Q2
7049,jhunjhunu,0,438673,2020,rajasthan,Q2
7050,null,302012,233663,2020,rajasthan,Q2
7051,null,311001,169810,2020,rajasthan,Q2
7052,null,302029,168150,2020,rajasthan,Q2
7053,null,302020,157169,2020,rajasthan,Q2
7054,null,302001,149077,2020,rajasthan,Q2
7055,null,301001,143723,2020,rajasthan,Q2
7056,null,302015,139198,2020,rajasthan,Q2
7057,null,313001,138209,2020,rajasthan,Q2
7058,null,334001,136562,2020,rajasthan,Q2
7059,null,302017,136122,2020,rajasthan,Q2
7060,jaipur,0,3433167,2020,rajasthan,Q3
7061,alwar,0,1008033,2020,rajasthan,Q3
7062,jodhpur,0,870849,2020,rajasthan,Q3
7063,sikar,0,652190,2020,rajasthan,Q3
7064,ajmer,0,605298,2020,rajasthan,Q3
7065,kota,0,577117,2020,rajasthan,Q3
7066,nagaur,0,564788,2020,rajasthan,Q3
7067,bhilwara,0,548564,2020,rajasthan,Q3
7068,udaipur,0,522695,2020,rajasthan,Q3
7069,jhunjhunu,0,484411,2020,rajasthan,Q3
7070,null,302012,253003,2020,rajasthan,Q3
7071,null,311001,183544,2020,rajasthan,Q3
7072,null,302029,181754,2020,rajasthan,Q3
7073,null,302020,168113,2020,rajasthan,Q3
7074,null,302001,159231,2020,rajasthan,Q3
7075,null,301001,154881,2020,rajasthan,Q3
7076,null,313001,151034,2020,rajasthan,Q3
7077,null,334001,149863,2020,rajasthan,Q3
7078,null,302015,147454,2020,rajasthan,Q3
7079,null,302017,144656,2020,rajasthan,Q3
7080,jaipur,0,3679874,2020,rajasthan,Q4
7081,alwar,0,1096436,2020,rajasthan,Q4
7082,jodhpur,0,956422,2020,rajasthan,Q4
7083,sikar,0,712668,2020,rajasthan,Q4
7084,ajmer,0,667786,2020,rajasthan,Q4
7085,kota,0,625674,2020,rajasthan,Q4
7086,nagaur,0,621602,2020,rajasthan,Q4
7087,bhilwara,0,600492,2020,rajasthan,Q4
7088,udaipur,0,572833,2020,rajasthan,Q4
7089,jhunjhunu,0,527749,2020,rajasthan,Q4
7090,null,302012,271971,2020,rajasthan,Q4
7091,null,311001,197187,2020,rajasthan,Q4
7092,null,302029,194929,2020,rajasthan,Q4
7093,null,302020,179165,2020,rajasthan,Q4
7094,null,302001,169285,2020,rajasthan,Q4
7095,null,301001,165747,2020,rajasthan,Q4
7096,null,313001,164021,2020,rajasthan,Q4
7097,null,334001,163859,2020,rajasthan,Q4
7098,null,302015,155888,2020,rajasthan,Q4
7099,null,302017,153346,2020,rajasthan,Q4
7100,jaipur,0,3951866,2021,rajasthan,Q1
7101,alwar,0,1185599,2021,rajasthan,Q1
7102,jodhpur,0,1036855,2021,rajasthan,Q1
7103,sikar,0,770103,2021,rajasthan,Q1
7104,ajmer,0,723852,2021,rajasthan,Q1
7105,kota,0,674683,2021,rajasthan,Q1
7106,nagaur,0,674465,2021,rajasthan,Q1
7107,bhilwara,0,651400,2021,rajasthan,Q1
7108,udaipur,0,619264,2021,rajasthan,Q1
7109,jhunjhunu,0,569602,2021,rajasthan,Q1
7110,null,302012,292147,2021,rajasthan,Q1
7111,null,311001,212281,2021,rajasthan,Q1
7112,null,302029,209507,2021,rajasthan,Q1
7113,null,302020,191909,2021,rajasthan,Q1
7114,null,302001,180996,2021,rajasthan,Q1
7115,null,301001,178156,2021,rajasthan,Q1
7116,null,334001,177076,2021,rajasthan,Q1
7117,null,313001,176646,2021,rajasthan,Q1
7118,null,302015,166517,2021,rajasthan,Q1
7119,null,302017,164063,2021,rajasthan,Q1
7120,jaipur,0,4226231,2021,rajasthan,Q2
7121,alwar,0,1273307,2021,rajasthan,Q2
7122,jodhpur,0,1114131,2021,rajasthan,Q2
7123,sikar,0,826855,2021,rajasthan,Q2
7124,ajmer,0,776294,2021,rajasthan,Q2
7125,nagaur,0,726871,2021,rajasthan,Q2
7126,kota,0,722793,2021,rajasthan,Q2
7127,bhilwara,0,701929,2021,rajasthan,Q2
7128,udaipur,0,664816,2021,rajasthan,Q2
7129,jhunjhunu,0,611825,2021,rajasthan,Q2
7130,null,302012,312285,2021,rajasthan,Q2
7131,null,311001,227209,2021,rajasthan,Q2
7132,null,302029,223910,2021,rajasthan,Q2
7133,null,302020,204686,2021,rajasthan,Q2
7134,null,302001,192943,2021,rajasthan,Q2
7135,null,301001,190560,2021,rajasthan,Q2
7136,null,334001,189777,2021,rajasthan,Q2
7137,null,313001,188708,2021,rajasthan,Q2
7138,null,302015,177498,2021,rajasthan,Q2
7139,null,302017,174826,2021,rajasthan,Q2
7140,jaipur,0,4534297,2021,rajasthan,Q3
7141,alwar,0,1374586,2021,rajasthan,Q3
7142,jodhpur,0,1202937,2021,rajasthan,Q3
7143,sikar,0,892015,2021,rajasthan,Q3
7144,ajmer,0,835375,2021,rajasthan,Q3
7145,nagaur,0,787565,2021,rajasthan,Q3
7146,kota,0,777099,2021,rajasthan,Q3
7147,bhilwara,0,760232,2021,rajasthan,Q3
7148,udaipur,0,716657,2021,rajasthan,Q3
7149,jhunjhunu,0,660246,2021,rajasthan,Q3
7150,null,302012,335006,2021,rajasthan,Q3
7151,null,311001,244096,2021,rajasthan,Q3
7152,null,302029,240131,2021,rajasthan,Q3
7153,null,302020,218927,2021,rajasthan,Q3
7154,null,302001,206038,2021,rajasthan,Q3
7155,null,301001,204447,2021,rajasthan,Q3
7156,null,334001,204021,2021,rajasthan,Q3
7157,null,313001,202038,2021,rajasthan,Q3
7158,null,302015,189635,2021,rajasthan,Q3
7159,null,302017,186862,2021,rajasthan,Q3
7160,jaipur,0,4841883,2021,rajasthan,Q4
7161,alwar,0,1474129,2021,rajasthan,Q4
7162,jodhpur,0,1288773,2021,rajasthan,Q4
7163,sikar,0,955025,2021,rajasthan,Q4
7164,ajmer,0,892912,2021,rajasthan,Q4
7165,nagaur,0,845508,2021,rajasthan,Q4
7166,kota,0,831250,2021,rajasthan,Q4
7167,bhilwara,0,816969,2021,rajasthan,Q4
7168,udaipur,0,767224,2021,rajasthan,Q4
7169,jhunjhunu,0,706897,2021,rajasthan,Q4
7170,null,302012,357814,2021,rajasthan,Q4
7171,null,311001,261008,2021,rajasthan,Q4
7172,null,302029,256592,2021,rajasthan,Q4
7173,null,302020,233202,2021,rajasthan,Q4
7174,null,302001,219208,2021,rajasthan,Q4
7175,null,301001,218321,2021,rajasthan,Q4
7176,null,334001,218086,2021,rajasthan,Q4
7177,null,313001,215569,2021,rajasthan,Q4
7178,null,302015,201866,2021,rajasthan,Q4
7179,null,302017,199101,2021,rajasthan,Q4
7180,jaipur,0,5133527,2022,rajasthan,Q1
7181,alwar,0,1570711,2022,rajasthan,Q1
7182,jodhpur,0,1370206,2022,rajasthan,Q1
7183,sikar,0,1017503,2022,rajasthan,Q1
7184,ajmer,0,947827,2022,rajasthan,Q1
7185,nagaur,0,901819,2022,rajasthan,Q1
7186,kota,0,882916,2022,rajasthan,Q1
7187,bhilwara,0,871188,2022,rajasthan,Q1
7188,udaipur,0,816476,2022,rajasthan,Q1
7189,jhunjhunu,0,752608,2022,rajasthan,Q1
7190,null,302012,379201,2022,rajasthan,Q1
7191,null,311001,276732,2022,rajasthan,Q1
7192,null,302029,271894,2022,rajasthan,Q1
7193,null,302020,246589,2022,rajasthan,Q1
7194,null,301001,231537,2022,rajasthan,Q1
7195,null,302001,231535,2022,rajasthan,Q1
7196,null,334001,231262,2022,rajasthan,Q1
7197,null,313001,228203,2022,rajasthan,Q1
7198,null,302015,213355,2022,rajasthan,Q1
7199,null,302017,210495,2022,rajasthan,Q1
7200,jaipur,0,5409763,2022,rajasthan,Q2
7201,alwar,0,1661785,2022,rajasthan,Q2
7202,jodhpur,0,1444490,2022,rajasthan,Q2
7203,sikar,0,1074986,2022,rajasthan,Q2
7204,ajmer,0,998746,2022,rajasthan,Q2
7205,nagaur,0,952752,2022,rajasthan,Q2
7206,kota,0,931689,2022,rajasthan,Q2
7207,bhilwara,0,921021,2022,rajasthan,Q2
7208,udaipur,0,862053,2022,rajasthan,Q2
7209,jhunjhunu,0,795815,2022,rajasthan,Q2
7210,null,302012,399537,2022,rajasthan,Q2
7211,null,311001,291700,2022,rajasthan,Q2
7212,null,302029,286572,2022,rajasthan,Q2
7213,null,302020,259218,2022,rajasthan,Q2
7214,null,301001,244138,2022,rajasthan,Q2
7215,null,334001,243611,2022,rajasthan,Q2
7216,null,302001,243317,2022,rajasthan,Q2
7217,null,313001,240292,2022,rajasthan,Q2
7218,null,302015,224395,2022,rajasthan,Q2
7219,null,302017,221344,2022,rajasthan,Q2
7220,jaipur,0,5696726,2022,rajasthan,Q3
7221,alwar,0,1755844,2022,rajasthan,Q3
7222,jodhpur,0,1517702,2022,rajasthan,Q3
7223,sikar,0,1133443,2022,rajasthan,Q3
7224,ajmer,0,1050146,2022,rajasthan,Q3
7225,nagaur,0,1001401,2022,rajasthan,Q3
7226,kota,0,982248,2022,rajasthan,Q3
7227,bhilwara,0,971352,2022,rajasthan,Q3
7228,udaipur,0,908034,2022,rajasthan,Q3
7229,jhunjhunu,0,839052,2022,rajasthan,Q3
7230,null,302012,420931,2022,rajasthan,Q3
7231,null,311001,307471,2022,rajasthan,Q3
7232,null,302029,301977,2022,rajasthan,Q3
7233,null,302020,272359,2022,rajasthan,Q3
7234,null,301001,257331,2022,rajasthan,Q3
7235,null,334001,256340,2022,rajasthan,Q3
7236,null,302001,255437,2022,rajasthan,Q3
7237,null,313001,252805,2022,rajasthan,Q3
7238,null,302015,235747,2022,rajasthan,Q3
7239,null,302017,232516,2022,rajasthan,Q3
7240,jaipur,0,5975863,2022,rajasthan,Q4
7241,alwar,0,1843138,2022,rajasthan,Q4
7242,jodhpur,0,1583620,2022,rajasthan,Q4
7243,sikar,0,1185927,2022,rajasthan,Q4
7244,ajmer,0,1097266,2022,rajasthan,Q4
7245,nagaur,0,1043562,2022,rajasthan,Q4
7246,kota,0,1031196,2022,rajasthan,Q4
7247,bhilwara,0,1017032,2022,rajasthan,Q4
7248,udaipur,0,949767,2022,rajasthan,Q4
7249,jhunjhunu,0,876787,2022,rajasthan,Q4
7250,null,302012,442071,2022,rajasthan,Q4
7251,null,311001,323050,2022,rajasthan,Q4
7252,null,302029,317257,2022,rajasthan,Q4
7253,null,302020,285618,2022,rajasthan,Q4
7254,null,301001,270375,2022,rajasthan,Q4
7255,null,334001,268334,2022,rajasthan,Q4
7256,null,302001,267759,2022,rajasthan,Q4
7257,null,313001,265014,2022,rajasthan,Q4
7258,null,302015,247217,2022,rajasthan,Q4
7259,null,302017,243904,2022,rajasthan,Q4
7260,east khasi hills,0,9310,2018,meghalaya,Q1
7261,west garo hills,0,3671,2018,meghalaya,Q1
7262,ribhoi,0,1891,2018,meghalaya,Q1
7263,east jaintia hills,0,1419,2018,meghalaya,Q1
7264,west jaintia hills,0,736,2018,meghalaya,Q1
7265,south garo hills,0,343,2018,meghalaya,Q1
7266,south west garo hills,0,299,2018,meghalaya,Q1
7267,west khasi hills,0,299,2018,meghalaya,Q1
7268,north garo hills,0,254,2018,meghalaya,Q1
7269,east garo hills,0,236,2018,meghalaya,Q1
7270,null,793001,2493,2018,meghalaya,Q1
7271,null,793002,1386,2018,meghalaya,Q1
7272,null,794001,1033,2018,meghalaya,Q1
7273,null,793210,999,2018,meghalaya,Q1
7274,null,793011,943,2018,meghalaya,Q1
7275,null,793101,908,2018,meghalaya,Q1
7276,null,794105,855,2018,meghalaya,Q1
7277,null,794101,752,2018,meghalaya,Q1
7278,null,793007,646,2018,meghalaya,Q1
7279,null,793004,613,2018,meghalaya,Q1
7280,east khasi hills,0,12907,2018,meghalaya,Q2
7281,west garo hills,0,5289,2018,meghalaya,Q2
7282,ribhoi,0,2869,2018,meghalaya,Q2
7283,east jaintia hills,0,2051,2018,meghalaya,Q2
7284,west jaintia hills,0,1023,2018,meghalaya,Q2
7285,south garo hills,0,530,2018,meghalaya,Q2
7286,south west garo hills,0,485,2018,meghalaya,Q2
7287,west khasi hills,0,472,2018,meghalaya,Q2
7288,north garo hills,0,445,2018,meghalaya,Q2
7289,east garo hills,0,437,2018,meghalaya,Q2
7290,null,793001,3410,2018,meghalaya,Q2
7291,null,793002,1857,2018,meghalaya,Q2
7292,null,793210,1430,2018,meghalaya,Q2
7293,null,794001,1415,2018,meghalaya,Q2
7294,null,793101,1379,2018,meghalaya,Q2
7295,null,793011,1320,2018,meghalaya,Q2
7296,null,794105,1233,2018,meghalaya,Q2
7297,null,794101,1144,2018,meghalaya,Q2
7298,null,793007,895,2018,meghalaya,Q2
7299,null,793004,878,2018,meghalaya,Q2
7300,east khasi hills,0,17543,2018,meghalaya,Q3
7301,west garo hills,0,7529,2018,meghalaya,Q3
7302,ribhoi,0,3889,2018,meghalaya,Q3
7303,east jaintia hills,0,2886,2018,meghalaya,Q3
7304,west jaintia hills,0,1465,2018,meghalaya,Q3
7305,south garo hills,0,821,2018,meghalaya,Q3
7306,south west garo hills,0,810,2018,meghalaya,Q3
7307,north garo hills,0,737,2018,meghalaya,Q3
7308,west khasi hills,0,730,2018,meghalaya,Q3
7309,east garo hills,0,694,2018,meghalaya,Q3
7310,null,793001,4591,2018,meghalaya,Q3
7311,null,793002,2453,2018,meghalaya,Q3
7312,null,794001,2006,2018,meghalaya,Q3
7313,null,793210,1964,2018,meghalaya,Q3
7314,null,793101,1851,2018,meghalaya,Q3
7315,null,793011,1798,2018,meghalaya,Q3
7316,null,794105,1690,2018,meghalaya,Q3
7317,null,794101,1597,2018,meghalaya,Q3
7318,null,794104,1242,2018,meghalaya,Q3
7319,null,793007,1209,2018,meghalaya,Q3
7320,east khasi hills,0,22845,2018,meghalaya,Q4
7321,west garo hills,0,10445,2018,meghalaya,Q4
7322,ribhoi,0,5207,2018,meghalaya,Q4
7323,east jaintia hills,0,3735,2018,meghalaya,Q4
7324,west jaintia hills,0,1861,2018,meghalaya,Q4
7325,south west garo hills,0,1115,2018,meghalaya,Q4
7326,north garo hills,0,1092,2018,meghalaya,Q4
7327,east garo hills,0,1067,2018,meghalaya,Q4
7328,south garo hills,0,1057,2018,meghalaya,Q4
7329,west khasi hills,0,957,2018,meghalaya,Q4
7330,null,793001,5880,2018,meghalaya,Q4
7331,null,793002,3195,2018,meghalaya,Q4
7332,null,794001,2785,2018,meghalaya,Q4
7333,null,793101,2480,2018,meghalaya,Q4
7334,null,793210,2438,2018,meghalaya,Q4
7335,null,793011,2340,2018,meghalaya,Q4
7336,null,794105,2307,2018,meghalaya,Q4
7337,null,794101,2184,2018,meghalaya,Q4
7338,null,794104,1774,2018,meghalaya,Q4
7339,null,793004,1600,2018,meghalaya,Q4
7340,east khasi hills,0,27937,2019,meghalaya,Q1
7341,west garo hills,0,12932,2019,meghalaya,Q1
7342,ribhoi,0,6543,2019,meghalaya,Q1
7343,east jaintia hills,0,4643,2019,meghalaya,Q1
7344,west jaintia hills,0,2276,2019,meghalaya,Q1
7345,north garo hills,0,1482,2019,meghalaya,Q1
7346,south west garo hills,0,1434,2019,meghalaya,Q1
7347,east garo hills,0,1424,2019,meghalaya,Q1
7348,south garo hills,0,1296,2019,meghalaya,Q1
7349,west khasi hills,0,1191,2019,meghalaya,Q1
7350,null,793001,7108,2019,meghalaya,Q1
7351,null,793002,4005,2019,meghalaya,Q1
7352,null,794001,3368,2019,meghalaya,Q1
7353,null,793101,3084,2019,meghalaya,Q1
7354,null,793210,2994,2019,meghalaya,Q1
7355,null,793011,2947,2019,meghalaya,Q1
7356,null,794105,2884,2019,meghalaya,Q1
7357,null,794101,2675,2019,meghalaya,Q1
7358,null,794104,2322,2019,meghalaya,Q1
7359,null,793007,1970,2019,meghalaya,Q1
7360,east khasi hills,0,33377,2019,meghalaya,Q2
7361,west garo hills,0,15673,2019,meghalaya,Q2
7362,ribhoi,0,7894,2019,meghalaya,Q2
7363,east jaintia hills,0,5580,2019,meghalaya,Q2
7364,west jaintia hills,0,2846,2019,meghalaya,Q2
7365,north garo hills,0,1965,2019,meghalaya,Q2
7366,south west garo hills,0,1902,2019,meghalaya,Q2
7367,east garo hills,0,1855,2019,meghalaya,Q2
7368,south garo hills,0,1640,2019,meghalaya,Q2
7369,west khasi hills,0,1566,2019,meghalaya,Q2
7370,null,793001,8597,2019,meghalaya,Q2
7371,null,793002,4984,2019,meghalaya,Q2
7372,null,794001,4119,2019,meghalaya,Q2
7373,null,793101,3703,2019,meghalaya,Q2
7374,null,793210,3445,2019,meghalaya,Q2
7375,null,794105,3435,2019,meghalaya,Q2
7376,null,793011,3426,2019,meghalaya,Q2
7377,null,794101,3166,2019,meghalaya,Q2
7378,null,794104,2826,2019,meghalaya,Q2
7379,null,793007,2315,2019,meghalaya,Q2
7380,east khasi hills,0,38761,2019,meghalaya,Q3
7381,west garo hills,0,18509,2019,meghalaya,Q3
7382,ribhoi,0,9007,2019,meghalaya,Q3
7383,east jaintia hills,0,6371,2019,meghalaya,Q3
7384,west jaintia hills,0,3346,2019,meghalaya,Q3
7385,north garo hills,0,2403,2019,meghalaya,Q3
7386,east garo hills,0,2313,2019,meghalaya,Q3
7387,south west garo hills,0,2306,2019,meghalaya,Q3
7388,south garo hills,0,2020,2019,meghalaya,Q3
7389,west khasi hills,0,1838,2019,meghalaya,Q3
7390,null,793001,10069,2019,meghalaya,Q3
7391,null,793002,5866,2019,meghalaya,Q3
7392,null,794001,4860,2019,meghalaya,Q3
7393,null,793101,4254,2019,meghalaya,Q3
7394,null,793011,4074,2019,meghalaya,Q3
7395,null,794105,4031,2019,meghalaya,Q3
7396,null,793210,3890,2019,meghalaya,Q3
7397,null,794101,3736,2019,meghalaya,Q3
7398,null,794104,3358,2019,meghalaya,Q3
7399,null,793007,2747,2019,meghalaya,Q3
7400,east khasi hills,0,43484,2019,meghalaya,Q4
7401,west garo hills,0,21300,2019,meghalaya,Q4
7402,ribhoi,0,10308,2019,meghalaya,Q4
7403,east jaintia hills,0,7343,2019,meghalaya,Q4
7404,west jaintia hills,0,3946,2019,meghalaya,Q4
7405,north garo hills,0,2871,2019,meghalaya,Q4
7406,east garo hills,0,2788,2019,meghalaya,Q4
7407,south west garo hills,0,2757,2019,meghalaya,Q4
7408,south garo hills,0,2434,2019,meghalaya,Q4
7409,west khasi hills,0,2180,2019,meghalaya,Q4
7410,null,793001,11243,2019,meghalaya,Q4
7411,null,793002,6629,2019,meghalaya,Q4
7412,null,794001,5473,2019,meghalaya,Q4
7413,null,793101,4803,2019,meghalaya,Q4
7414,null,794105,4678,2019,meghalaya,Q4
7415,null,793011,4575,2019,meghalaya,Q4
