,District,Pincode,No of Registered User,Year,state,Quater
7416,null,793210,4376,2019,meghalaya,Q4
7417,null,794101,4209,2019,meghalaya,Q4
7418,null,794104,3989,2019,meghalaya,Q4
7419,null,793007,3067,2019,meghalaya,Q4
7420,east khasi hills,0,49251,2020,meghalaya,Q1
7421,west garo hills,0,24124,2020,meghalaya,Q1
7422,ribhoi,0,11689,2020,meghalaya,Q1
7423,east jaintia hills,0,8368,2020,meghalaya,Q1
7424,west jaintia hills,0,4530,2020,meghalaya,Q1
7425,north garo hills,0,3311,2020,meghalaya,Q1
7426,east garo hills,0,3251,2020,meghalaya,Q1
7427,south west garo hills,0,3234,2020,meghalaya,Q1
7428,south garo hills,0,2810,2020,meghalaya,Q1
7429,west khasi hills,0,2522,2020,meghalaya,Q1
7430,null,793001,12683,2020,meghalaya,Q1
7431,null,793002,7456,2020,meghalaya,Q1
7432,null,794001,6105,2020,meghalaya,Q1
7433,null,793101,5466,2020,meghalaya,Q1
7434,null,794105,5314,2020,meghalaya,Q1
7435,null,793011,5248,2020,meghalaya,Q1
7436,null,793210,4873,2020,meghalaya,Q1
7437,null,794101,4682,2020,meghalaya,Q1
7438,null,794104,4673,2020,meghalaya,Q1
7439,null,793007,3524,2020,meghalaya,Q1
7440,east khasi hills,0,57322,2020,meghalaya,Q2
7441,west garo hills,0,29492,2020,meghalaya,Q2
7442,ribhoi,0,13550,2020,meghalaya,Q2
7443,east jaintia hills,0,9695,2020,meghalaya,Q2
7444,west jaintia hills,0,5717,2020,meghalaya,Q2
7445,north garo hills,0,4318,2020,meghalaya,Q2
7446,south west garo hills,0,4266,2020,meghalaya,Q2
7447,east garo hills,0,4132,2020,meghalaya,Q2
7448,south garo hills,0,3590,2020,meghalaya,Q2
7449,west khasi hills,0,3195,2020,meghalaya,Q2
7450,null,793001,14552,2020,meghalaya,Q2
7451,null,793002,8623,2020,meghalaya,Q2
7452,null,794001,7198,2020,meghalaya,Q2
7453,null,794105,6521,2020,meghalaya,Q2
7454,null,793011,6232,2020,meghalaya,Q2
7455,null,793101,6219,2020,meghalaya,Q2
7456,null,794104,6083,2020,meghalaya,Q2
7457,null,794101,5464,2020,meghalaya,Q2
7458,null,793210,5434,2020,meghalaya,Q2
7459,null,793007,4166,2020,meghalaya,Q2
7460,east khasi hills,0,65268,2020,meghalaya,Q3
7461,west garo hills,0,34201,2020,meghalaya,Q3
7462,ribhoi,0,15427,2020,meghalaya,Q3
7463,east jaintia hills,0,11084,2020,meghalaya,Q3
7464,west jaintia hills,0,6997,2020,meghalaya,Q3
7465,north garo hills,0,5242,2020,meghalaya,Q3
7466,south west garo hills,0,5082,2020,meghalaya,Q3
7467,east garo hills,0,5002,2020,meghalaya,Q3
7468,south garo hills,0,4370,2020,meghalaya,Q3
7469,west khasi hills,0,3899,2020,meghalaya,Q3
7470,null,793001,16464,2020,meghalaya,Q3
7471,null,793002,9658,2020,meghalaya,Q3
7472,null,794001,8252,2020,meghalaya,Q3
7473,null,794105,7516,2020,meghalaya,Q3
7474,null,793011,7165,2020,meghalaya,Q3
7475,null,794104,7151,2020,meghalaya,Q3
7476,null,793101,6925,2020,meghalaya,Q3
7477,null,794101,6212,2020,meghalaya,Q3
7478,null,793210,6014,2020,meghalaya,Q3
7479,null,793150,4865,2020,meghalaya,Q3
7480,east khasi hills,0,72639,2020,meghalaya,Q4
7481,west garo hills,0,37988,2020,meghalaya,Q4
7482,ribhoi,0,17198,2020,meghalaya,Q4
7483,east jaintia hills,0,12337,2020,meghalaya,Q4
7484,west jaintia hills,0,7968,2020,meghalaya,Q4
7485,north garo hills,0,5914,2020,meghalaya,Q4
7486,east garo hills,0,5777,2020,meghalaya,Q4
7487,south west garo hills,0,5772,2020,meghalaya,Q4
7488,south garo hills,0,5006,2020,meghalaya,Q4
7489,west khasi hills,0,4484,2020,meghalaya,Q4
7490,null,793001,18247,2020,meghalaya,Q4
7491,null,793002,10753,2020,meghalaya,Q4
7492,null,794001,9064,2020,meghalaya,Q4
7493,null,794105,8293,2020,meghalaya,Q4
7494,null,794104,8140,2020,meghalaya,Q4
7495,null,793011,8005,2020,meghalaya,Q4
7496,null,793101,7641,2020,meghalaya,Q4
7497,null,794101,6857,2020,meghalaya,Q4
7498,null,793210,6558,2020,meghalaya,Q4
7499,null,793150,5486,2020,meghalaya,Q4
7500,east khasi hills,0,78429,2021,meghalaya,Q1
7501,west garo hills,0,40993,2021,meghalaya,Q1
7502,ribhoi,0,18641,2021,meghalaya,Q1
7503,east jaintia hills,0,13460,2021,meghalaya,Q1
7504,west jaintia hills,0,8665,2021,meghalaya,Q1
7505,north garo hills,0,6392,2021,meghalaya,Q1
7506,south west garo hills,0,6276,2021,meghalaya,Q1
7507,east garo hills,0,6237,2021,meghalaya,Q1
7508,south garo hills,0,5439,2021,meghalaya,Q1
7509,west khasi hills,0,4858,2021,meghalaya,Q1
7510,null,793001,19753,2021,meghalaya,Q1
7511,null,793002,11566,2021,meghalaya,Q1
7512,null,794001,9727,2021,meghalaya,Q1
7513,null,794105,9011,2021,meghalaya,Q1
7514,null,794104,8869,2021,meghalaya,Q1
7515,null,793011,8646,2021,meghalaya,Q1
7516,null,793101,8317,2021,meghalaya,Q1
7517,null,794101,7337,2021,meghalaya,Q1
7518,null,793210,7113,2021,meghalaya,Q1
7519,null,793150,5969,2021,meghalaya,Q1
7520,east khasi hills,0,84124,2021,meghalaya,Q2
7521,west garo hills,0,44151,2021,meghalaya,Q2
7522,ribhoi,0,20098,2021,meghalaya,Q2
7523,east jaintia hills,0,14530,2021,meghalaya,Q2
7524,west jaintia hills,0,9409,2021,meghalaya,Q2
7525,north garo hills,0,6951,2021,meghalaya,Q2
7526,south west garo hills,0,6835,2021,meghalaya,Q2
7527,east garo hills,0,6754,2021,meghalaya,Q2
7528,south garo hills,0,5922,2021,meghalaya,Q2
7529,west khasi hills,0,5296,2021,meghalaya,Q2
7530,null,793001,21124,2021,meghalaya,Q2
7531,null,793002,12348,2021,meghalaya,Q2
7532,null,794001,10389,2021,meghalaya,Q2
7533,null,794105,9742,2021,meghalaya,Q2
7534,null,794104,9602,2021,meghalaya,Q2
7535,null,793011,9244,2021,meghalaya,Q2
7536,null,793101,8921,2021,meghalaya,Q2
7537,null,794101,7866,2021,meghalaya,Q2
7538,null,793210,7644,2021,meghalaya,Q2
7539,null,793150,6477,2021,meghalaya,Q2
7540,east khasi hills,0,90505,2021,meghalaya,Q3
7541,west garo hills,0,47869,2021,meghalaya,Q3
7542,ribhoi,0,21875,2021,meghalaya,Q3
7543,east jaintia hills,0,15847,2021,meghalaya,Q3
7544,west jaintia hills,0,10337,2021,meghalaya,Q3
7545,north garo hills,0,7584,2021,meghalaya,Q3
7546,south west garo hills,0,7531,2021,meghalaya,Q3
7547,east garo hills,0,7389,2021,meghalaya,Q3
7548,south garo hills,0,6442,2021,meghalaya,Q3
7549,west khasi hills,0,5884,2021,meghalaya,Q3
7550,null,793001,22612,2021,meghalaya,Q3
7551,null,793002,13223,2021,meghalaya,Q3
7552,null,794001,11130,2021,meghalaya,Q3
7553,null,794105,10597,2021,meghalaya,Q3
7554,null,794104,10547,2021,meghalaya,Q3
7555,null,793011,9914,2021,meghalaya,Q3
7556,null,793101,9665,2021,meghalaya,Q3
7557,null,794101,8448,2021,meghalaya,Q3
7558,null,793210,8257,2021,meghalaya,Q3
7559,null,793150,7068,2021,meghalaya,Q3
7560,east khasi hills,0,96942,2021,meghalaya,Q4
7561,west garo hills,0,51617,2021,meghalaya,Q4
7562,ribhoi,0,23562,2021,meghalaya,Q4
7563,east jaintia hills,0,17115,2021,meghalaya,Q4
7564,west jaintia hills,0,11189,2021,meghalaya,Q4
7565,north garo hills,0,8212,2021,meghalaya,Q4
7566,south west garo hills,0,8197,2021,meghalaya,Q4
7567,east garo hills,0,8015,2021,meghalaya,Q4
7568,south garo hills,0,7005,2021,meghalaya,Q4
7569,west khasi hills,0,6428,2021,meghalaya,Q4
7570,null,793001,24127,2021,meghalaya,Q4
7571,null,793002,14142,2021,meghalaya,Q4
7572,null,794001,11874,2021,meghalaya,Q4
7573,null,794105,11487,2021,meghalaya,Q4
7574,null,794104,11446,2021,meghalaya,Q4
7575,null,793011,10570,2021,meghalaya,Q4
7576,null,793101,10353,2021,meghalaya,Q4
7577,null,794101,9032,2021,meghalaya,Q4
7578,null,793210,8857,2021,meghalaya,Q4
7579,null,793150,7635,2021,meghalaya,Q4
7580,east khasi hills,0,102838,2022,meghalaya,Q1
7581,west garo hills,0,55028,2022,meghalaya,Q1
7582,ribhoi,0,25112,2022,meghalaya,Q1
7583,east jaintia hills,0,18301,2022,meghalaya,Q1
7584,west jaintia hills,0,11952,2022,meghalaya,Q1
7585,north garo hills,0,8795,2022,meghalaya,Q1
7586,south west garo hills,0,8758,2022,meghalaya,Q1
7587,east garo hills,0,8578,2022,meghalaya,Q1
7588,south garo hills,0,7508,2022,meghalaya,Q1
7589,west khasi hills,0,6839,2022,meghalaya,Q1
7590,null,793001,25549,2022,meghalaya,Q1
7591,null,793002,14982,2022,meghalaya,Q1
7592,null,794001,12581,2022,meghalaya,Q1
7593,null,794104,12299,2022,meghalaya,Q1
7594,null,794105,12278,2022,meghalaya,Q1
7595,null,793011,11198,2022,meghalaya,Q1
7596,null,793101,11049,2022,meghalaya,Q1
7597,null,794101,9581,2022,meghalaya,Q1
7598,null,793210,9469,2022,meghalaya,Q1
7599,null,793150,8140,2022,meghalaya,Q1
7600,east khasi hills,0,108330,2022,meghalaya,Q2
7601,west garo hills,0,58178,2022,meghalaya,Q2
7602,ribhoi,0,26541,2022,meghalaya,Q2
7603,east jaintia hills,0,19314,2022,meghalaya,Q2
7604,west jaintia hills,0,12593,2022,meghalaya,Q2
7605,north garo hills,0,9312,2022,meghalaya,Q2
7606,south west garo hills,0,9266,2022,meghalaya,Q2
7607,east garo hills,0,9052,2022,meghalaya,Q2
7608,south garo hills,0,7922,2022,meghalaya,Q2
7609,west khasi hills,0,7196,2022,meghalaya,Q2
7610,null,793001,26896,2022,meghalaya,Q2
7611,null,793002,15794,2022,meghalaya,Q2
7612,null,794001,13275,2022,meghalaya,Q2
7613,null,794104,13038,2022,meghalaya,Q2
7614,null,794105,13006,2022,meghalaya,Q2
7615,null,793011,11798,2022,meghalaya,Q2
7616,null,793101,11696,2022,meghalaya,Q2
7617,null,794101,10115,2022,meghalaya,Q2
7618,null,793210,10028,2022,meghalaya,Q2
7619,null,793150,8576,2022,meghalaya,Q2
7620,east khasi hills,0,113816,2022,meghalaya,Q3
7621,west garo hills,0,61273,2022,meghalaya,Q3
7622,ribhoi,0,27844,2022,meghalaya,Q3
7623,east jaintia hills,0,20320,2022,meghalaya,Q3
7624,west jaintia hills,0,13176,2022,meghalaya,Q3
7625,north garo hills,0,9773,2022,meghalaya,Q3
7626,south west garo hills,0,9735,2022,meghalaya,Q3
7627,east garo hills,0,9484,2022,meghalaya,Q3
7628,south garo hills,0,8265,2022,meghalaya,Q3
7629,west khasi hills,0,7493,2022,meghalaya,Q3
7630,null,793001,28296,2022,meghalaya,Q3
7631,null,793002,16624,2022,meghalaya,Q3
7632,null,794001,13969,2022,meghalaya,Q3
7633,null,794104,13803,2022,meghalaya,Q3
7634,null,794105,13711,2022,meghalaya,Q3
7635,null,793011,12419,2022,meghalaya,Q3
7636,null,793101,12305,2022,meghalaya,Q3
7637,null,794101,10631,2022,meghalaya,Q3
7638,null,793210,10565,2022,meghalaya,Q3
7639,null,793150,8991,2022,meghalaya,Q3
7640,east khasi hills,0,118978,2022,meghalaya,Q4
7641,west garo hills,0,63792,2022,meghalaya,Q4
7642,ribhoi,0,29041,2022,meghalaya,Q4
7643,east jaintia hills,0,21201,2022,meghalaya,Q4
7644,west jaintia hills,0,13633,2022,meghalaya,Q4
7645,north garo hills,0,10145,2022,meghalaya,Q4
7646,south west garo hills,0,10062,2022,meghalaya,Q4
7647,east garo hills,0,9846,2022,meghalaya,Q4
7648,south garo hills,0,8553,2022,meghalaya,Q4
7649,west khasi hills,0,7705,2022,meghalaya,Q4
7650,null,793001,29682,2022,meghalaya,Q4
7651,null,793002,17452,2022,meghalaya,Q4
7652,null,794001,14596,2022,meghalaya,Q4
7653,null,794104,14408,2022,meghalaya,Q4
7654,null,794105,14338,2022,meghalaya,Q4
7655,null,793011,13052,2022,meghalaya,Q4
7656,null,793101,12917,2022,meghalaya,Q4
7657,null,794101,11082,2022,meghalaya,Q4
7658,null,793210,11069,2022,meghalaya,Q4
7659,null,793150,9332,2022,meghalaya,Q4
7660,kamrup metropolitan,0,87336,2018,assam,Q1
7661,dibrugarh,0,21182,2018,assam,Q1
7662,barpeta,0,20485,2018,assam,Q1
7663,nagaon,0,19619,2018,assam,Q1
7664,cachar,0,19567,2018,assam,Q1
7665,sonitpur,0,18986,2018,assam,Q1
7666,jorhat,0,16442,2018,assam,Q1
7667,tinsukia,0,15998,2018,assam,Q1
7668,kamrup,0,15241,2018,assam,Q1
7669,dhubri,0,11421,2018,assam,Q1
7670,null,781032,7209,2018,assam,Q1
7671,null,781001,5507,2018,assam,Q1
7672,null,781022,5418,2018,assam,Q1
7673,null,781038,4731,2018,assam,Q1
7674,null,783380,4571,2018,assam,Q1
7675,null,785001,4526,2018,assam,Q1
7676,null,781011,4127,2018,assam,Q1
7677,null,786001,4122,2018,assam,Q1
7678,null,781009,3639,2018,assam,Q1
7679,null,781028,3517,2018,assam,Q1
7680,kamrup metropolitan,0,124720,2018,assam,Q2
7681,dibrugarh,0,30527,2018,assam,Q2
7682,barpeta,0,29882,2018,assam,Q2
7683,nagaon,0,29412,2018,assam,Q2
7684,cachar,0,29381,2018,assam,Q2
7685,sonitpur,0,28409,2018,assam,Q2
7686,tinsukia,0,23900,2018,assam,Q2
7687,jorhat,0,23683,2018,assam,Q2
7688,kamrup,0,23595,2018,assam,Q2
7689,dhubri,0,16701,2018,assam,Q2
7690,null,781032,10189,2018,assam,Q2
7691,null,781022,7914,2018,assam,Q2
7692,null,781001,7685,2018,assam,Q2
7693,null,781038,6711,2018,assam,Q2
7694,null,783380,6411,2018,assam,Q2
7695,null,785001,6375,2018,assam,Q2
7696,null,781011,5954,2018,assam,Q2
7697,null,786001,5881,2018,assam,Q2
7698,null,781009,5216,2018,assam,Q2
7699,null,781028,5010,2018,assam,Q2
7700,kamrup metropolitan,0,164101,2018,assam,Q3
7701,barpeta,0,41158,2018,assam,Q3
7702,cachar,0,40888,2018,assam,Q3
7703,dibrugarh,0,40711,2018,assam,Q3
7704,nagaon,0,40687,2018,assam,Q3
7705,sonitpur,0,38797,2018,assam,Q3
7706,kamrup,0,33197,2018,assam,Q3
7707,tinsukia,0,32870,2018,assam,Q3
7708,jorhat,0,32134,2018,assam,Q3
7709,dhubri,0,22705,2018,assam,Q3
7710,null,781032,13555,2018,assam,Q3
7711,null,781022,10377,2018,assam,Q3
7712,null,781001,10057,2018,assam,Q3
7713,null,785001,8633,2018,assam,Q3
7714,null,781038,8582,2018,assam,Q3
7715,null,783380,8312,2018,assam,Q3
7716,null,781011,7916,2018,assam,Q3
7717,null,786001,7732,2018,assam,Q3
7718,null,781028,6759,2018,assam,Q3
7719,null,781009,6651,2018,assam,Q3
7720,kamrup metropolitan,0,214212,2018,assam,Q4
7721,barpeta,0,55068,2018,assam,Q4
7722,nagaon,0,54395,2018,assam,Q4
7723,cachar,0,53209,2018,assam,Q4
7724,dibrugarh,0,52539,2018,assam,Q4
7725,sonitpur,0,51420,2018,assam,Q4
7726,kamrup,0,44868,2018,assam,Q4
7727,tinsukia,0,42624,2018,assam,Q4
7728,jorhat,0,41100,2018,assam,Q4
7729,dhubri,0,30132,2018,assam,Q4
7730,null,781032,17802,2018,assam,Q4
7731,null,781022,13976,2018,assam,Q4
7732,null,781001,12969,2018,assam,Q4
7733,null,781038,11283,2018,assam,Q4
7734,null,785001,10937,2018,assam,Q4
7735,null,783380,10374,2018,assam,Q4
7736,null,781011,10054,2018,assam,Q4
7737,null,786001,9765,2018,assam,Q4
7738,null,781028,8801,2018,assam,Q4
7739,null,781019,8559,2018,assam,Q4
7740,kamrup metropolitan,0,255112,2019,assam,Q1
7741,barpeta,0,67729,2019,assam,Q1
7742,nagaon,0,66306,2019,assam,Q1
7743,cachar,0,64241,2019,assam,Q1
7744,dibrugarh,0,62656,2019,assam,Q1
7745,sonitpur,0,62218,2019,assam,Q1
7746,kamrup,0,54910,2019,assam,Q1
7747,tinsukia,0,51108,2019,assam,Q1
7748,jorhat,0,48594,2019,assam,Q1
7749,dhubri,0,36652,2019,assam,Q1
7750,null,781032,21003,2019,assam,Q1
7751,null,781022,16624,2019,assam,Q1
7752,null,781001,15399,2019,assam,Q1
7753,null,781038,13630,2019,assam,Q1
7754,null,785001,12724,2019,assam,Q1
7755,null,783380,12282,2019,assam,Q1
7756,null,781011,11982,2019,assam,Q1
7757,null,786001,11437,2019,assam,Q1
7758,null,781028,10474,2019,assam,Q1
7759,null,781019,10045,2019,assam,Q1
7760,kamrup metropolitan,0,299219,2019,assam,Q2
7761,barpeta,0,80544,2019,assam,Q2
7762,nagaon,0,79322,2019,assam,Q2
7763,cachar,0,76533,2019,assam,Q2
7764,dibrugarh,0,74342,2019,assam,Q2
7765,sonitpur,0,73717,2019,assam,Q2
7766,kamrup,0,65883,2019,assam,Q2
7767,tinsukia,0,60548,2019,assam,Q2
7768,jorhat,0,56713,2019,assam,Q2
7769,dhubri,0,43396,2019,assam,Q2
7770,null,781032,24543,2019,assam,Q2
7771,null,781022,19460,2019,assam,Q2
7772,null,781001,17922,2019,assam,Q2
7773,null,781038,15681,2019,assam,Q2
7774,null,783380,14452,2019,assam,Q2
7775,null,785001,14373,2019,assam,Q2
7776,null,781011,13970,2019,assam,Q2
7777,null,786001,13366,2019,assam,Q2
7778,null,781009,12874,2019,assam,Q2
7779,null,781028,12313,2019,assam,Q2
7780,kamrup metropolitan,0,340588,2019,assam,Q3
7781,nagaon,0,100993,2019,assam,Q3
7782,barpeta,0,92001,2019,assam,Q3
7783,cachar,0,88048,2019,assam,Q3
7784,dibrugarh,0,84029,2019,assam,Q3
7785,sonitpur,0,83930,2019,assam,Q3
7786,kamrup,0,75174,2019,assam,Q3
7787,tinsukia,0,68999,2019,assam,Q3
7788,jorhat,0,63858,2019,assam,Q3
7789,dhubri,0,48953,2019,assam,Q3
7790,null,781032,27912,2019,assam,Q3
7791,null,781022,22162,2019,assam,Q3
7792,null,781001,20205,2019,assam,Q3
7793,null,781038,17651,2019,assam,Q3
7794,null,783380,16289,2019,assam,Q3
7795,null,785001,16065,2019,assam,Q3
7796,null,781011,15923,2019,assam,Q3
7797,null,781009,15432,2019,assam,Q3
7798,null,786001,15231,2019,assam,Q3
7799,null,781028,13989,2019,assam,Q3
7800,kamrup metropolitan,0,373761,2019,assam,Q4
7801,nagaon,0,114296,2019,assam,Q4
7802,barpeta,0,103248,2019,assam,Q4
7803,cachar,0,98890,2019,assam,Q4
7804,sonitpur,0,93662,2019,assam,Q4
7805,dibrugarh,0,93614,2019,assam,Q4
7806,kamrup,0,84609,2019,assam,Q4
7807,tinsukia,0,76944,2019,assam,Q4
7808,jorhat,0,70809,2019,assam,Q4
7809,golaghat,0,54950,2019,assam,Q4
7810,null,781032,30419,2019,assam,Q4
7811,null,781022,24236,2019,assam,Q4
7812,null,781001,21980,2019,assam,Q4
7813,null,781038,19306,2019,assam,Q4
7814,null,783380,17946,2019,assam,Q4
7815,null,785001,17515,2019,assam,Q4
7816,null,781011,17500,2019,assam,Q4
7817,null,781009,17023,2019,assam,Q4
7818,null,786001,16755,2019,assam,Q4
7819,null,781028,15378,2019,assam,Q4
7820,kamrup metropolitan,0,412013,2020,assam,Q1
7821,nagaon,0,129371,2020,assam,Q1
7822,barpeta,0,116286,2020,assam,Q1
7823,cachar,0,111470,2020,assam,Q1
7824,sonitpur,0,105050,2020,assam,Q1
7825,dibrugarh,0,104663,2020,assam,Q1
7826,kamrup,0,95973,2020,assam,Q1
7827,tinsukia,0,86763,2020,assam,Q1
7828,jorhat,0,78731,2020,assam,Q1
7829,dhubri,0,62477,2020,assam,Q1
7830,null,781032,33205,2020,assam,Q1
7831,null,781022,26607,2020,assam,Q1
7832,null,781001,24106,2020,assam,Q1
7833,null,781038,21242,2020,assam,Q1
7834,null,783380,19871,2020,assam,Q1
7835,null,781011,19355,2020,assam,Q1
7836,null,785001,19193,2020,assam,Q1
7837,null,781009,18666,2020,assam,Q1
7838,null,786001,18552,2020,assam,Q1
7839,null,781028,17121,2020,assam,Q1
7840,kamrup metropolitan,0,457023,2020,assam,Q2
7841,nagaon,0,151932,2020,assam,Q2
7842,barpeta,0,135525,2020,assam,Q2
7843,cachar,0,129067,2020,assam,Q2
7844,sonitpur,0,121435,2020,assam,Q2
7845,dibrugarh,0,121028,2020,assam,Q2
7846,kamrup,0,112992,2020,assam,Q2
7847,tinsukia,0,101864,2020,assam,Q2
7848,jorhat,0,90601,2020,assam,Q2
7849,dhubri,0,76285,2020,assam,Q2
7850,null,781032,36494,2020,assam,Q2
7851,null,781022,29237,2020,assam,Q2
7852,null,781001,26634,2020,assam,Q2
7853,null,781038,23439,2020,assam,Q2
7854,null,783380,22873,2020,assam,Q2
7855,null,781011,21654,2020,assam,Q2
7856,null,785001,21271,2020,assam,Q2
7857,null,786001,20738,2020,assam,Q2
7858,null,781009,19800,2020,assam,Q2
7859,null,781028,19046,2020,assam,Q2
7860,kamrup metropolitan,0,499403,2020,assam,Q3
7861,nagaon,0,168903,2020,assam,Q3
7862,barpeta,0,150166,2020,assam,Q3
7863,cachar,0,143851,2020,assam,Q3
7864,dibrugarh,0,134339,2020,assam,Q3
7865,sonitpur,0,134006,2020,assam,Q3
7866,kamrup,0,124944,2020,assam,Q3
7867,tinsukia,0,113239,2020,assam,Q3
7868,jorhat,0,99517,2020,assam,Q3
7869,dhubri,0,84816,2020,assam,Q3
7870,null,781032,39646,2020,assam,Q3
7871,null,781022,31853,2020,assam,Q3
7872,null,781001,29045,2020,assam,Q3
7873,null,781038,25600,2020,assam,Q3
7874,null,783380,25150,2020,assam,Q3
7875,null,781011,23762,2020,assam,Q3
7876,null,785001,23212,2020,assam,Q3
7877,null,786001,22736,2020,assam,Q3
7878,null,781028,20913,2020,assam,Q3
7879,null,781009,20809,2020,assam,Q3
7880,kamrup metropolitan,0,546458,2020,assam,Q4
7881,nagaon,0,185101,2020,assam,Q4
7882,barpeta,0,164341,2020,assam,Q4
7883,cachar,0,158821,2020,assam,Q4
7884,dibrugarh,0,147001,2020,assam,Q4
7885,sonitpur,0,146796,2020,assam,Q4
7886,kamrup,0,136799,2020,assam,Q4
7887,tinsukia,0,124067,2020,assam,Q4
7888,jorhat,0,108380,2020,assam,Q4
7889,dhubri,0,93699,2020,assam,Q4
7890,null,781032,43335,2020,assam,Q4
7891,null,781022,34873,2020,assam,Q4
7892,null,781001,31894,2020,assam,Q4
7893,null,781038,27985,2020,assam,Q4
7894,null,783380,27308,2020,assam,Q4
7895,null,781011,26044,2020,assam,Q4
7896,null,785001,25298,2020,assam,Q4
7897,null,786001,24846,2020,assam,Q4
7898,null,781028,22952,2020,assam,Q4
7899,null,782435,22802,2020,assam,Q4
7900,kamrup metropolitan,0,589688,2021,assam,Q1
7901,nagaon,0,200243,2021,assam,Q1
7902,barpeta,0,177789,2021,assam,Q1
7903,cachar,0,172056,2021,assam,Q1
7904,sonitpur,0,158555,2021,assam,Q1
7905,dibrugarh,0,158509,2021,assam,Q1
7906,kamrup,0,147671,2021,assam,Q1
7907,tinsukia,0,134067,2021,assam,Q1
7908,jorhat,0,116616,2021,assam,Q1
7909,dhubri,0,101643,2021,assam,Q1
7910,null,781032,46783,2021,assam,Q1
7911,null,781022,37652,2021,assam,Q1
7912,null,781001,34483,2021,assam,Q1
7913,null,781038,30260,2021,assam,Q1
7914,null,783380,29414,2021,assam,Q1
7915,null,781011,28064,2021,assam,Q1
7916,null,785001,27259,2021,assam,Q1
7917,null,786001,26762,2021,assam,Q1
7918,null,781028,24813,2021,assam,Q1
7919,null,782435,24658,2021,assam,Q1
7920,kamrup metropolitan,0,630676,2021,assam,Q2
7921,nagaon,0,215750,2021,assam,Q2
7922,barpeta,0,191700,2021,assam,Q2
7923,cachar,0,185350,2021,assam,Q2
7924,dibrugarh,0,170604,2021,assam,Q2
7925,sonitpur,0,170519,2021,assam,Q2
7926,kamrup,0,159018,2021,assam,Q2
7927,tinsukia,0,144571,2021,assam,Q2
7928,jorhat,0,125247,2021,assam,Q2
7929,dhubri,0,109873,2021,assam,Q2
7930,null,781032,49999,2021,assam,Q2
7931,null,781022,40254,2021,assam,Q2
7932,null,781001,36847,2021,assam,Q2
7933,null,781038,32353,2021,assam,Q2
7934,null,783380,31551,2021,assam,Q2
7935,null,781011,30045,2021,assam,Q2
7936,null,785001,29194,2021,assam,Q2
7937,null,786001,28664,2021,assam,Q2
7938,null,781028,26557,2021,assam,Q2
7939,null,782435,26455,2021,assam,Q2
7940,kamrup metropolitan,0,677223,2021,assam,Q3
7941,nagaon,0,233909,2021,assam,Q3
7942,barpeta,0,207997,2021,assam,Q3
7943,cachar,0,200721,2021,assam,Q3
7944,sonitpur,0,184448,2021,assam,Q3
7945,dibrugarh,0,184280,2021,assam,Q3
7946,kamrup,0,172652,2021,assam,Q3
7947,tinsukia,0,156657,2021,assam,Q3
7948,jorhat,0,135179,2021,assam,Q3
7949,dhubri,0,119554,2021,assam,Q3
7950,null,781032,53594,2021,assam,Q3
7951,null,781022,43191,2021,assam,Q3
7952,null,781001,39514,2021,assam,Q3
7953,null,781038,34724,2021,assam,Q3
7954,null,783380,34031,2021,assam,Q3
7955,null,781011,32293,2021,assam,Q3
7956,null,785001,31327,2021,assam,Q3
7957,null,786001,30785,2021,assam,Q3
7958,null,782435,28639,2021,assam,Q3
7959,null,781028,28555,2021,assam,Q3
7960,kamrup metropolitan,0,723960,2021,assam,Q4
7961,nagaon,0,251340,2021,assam,Q4
7962,barpeta,0,223375,2021,assam,Q4
7963,cachar,0,215876,2021,assam,Q4
7964,sonitpur,0,198091,2021,assam,Q4
7965,dibrugarh,0,197521,2021,assam,Q4
7966,kamrup,0,185421,2021,assam,Q4
7967,tinsukia,0,168240,2021,assam,Q4
7968,jorhat,0,145111,2021,assam,Q4
7969,dhubri,0,128621,2021,assam,Q4
7970,null,781032,57249,2021,assam,Q4
7971,null,781022,46108,2021,assam,Q4
7972,null,781001,42225,2021,assam,Q4
7973,null,781038,37135,2021,assam,Q4
