,District name,No of Registered User,AppOpens,Year,State Name,Quater
2530,banas kantha district,159591,0,2018,gujarat,Q3
2531,amreli district,53845,0,2018,gujarat,Q3
2532,ahmadabad district,919252,0,2018,gujarat,Q3
2533,dohad district,28857,0,2018,gujarat,Q3
2534,navsari district,60676,0,2018,gujarat,Q3
2535,patan district,68979,0,2018,gujarat,Q3
2536,kachchh district,158762,0,2018,gujarat,Q3
2537,surendranagar district,65325,0,2018,gujarat,Q3
2538,morbi district,52062,0,2018,gujarat,Q3
2539,anand district,146258,0,2018,gujarat,Q4
2540,jamnagar district,103876,0,2018,gujarat,Q4
2541,devbhumi dwarka district,32660,0,2018,gujarat,Q4
2542,rajkot district,260602,0,2018,gujarat,Q4
2543,aravallis district,46665,0,2018,gujarat,Q4
2544,chhotaudepur district,16321,0,2018,gujarat,Q4
2545,botad district,49066,0,2018,gujarat,Q4
2546,bharuch district,211843,0,2018,gujarat,Q4
2547,bhavnagar district,173699,0,2018,gujarat,Q4
2548,junagadh district,70174,0,2018,gujarat,Q4
2549,mahesana district,192493,0,2018,gujarat,Q4
2550,the dangs district,5165,0,2018,gujarat,Q4
2551,kheda district,103292,0,2018,gujarat,Q4
2552,surat district,998807,0,2018,gujarat,Q4
2553,porbandar district,24373,0,2018,gujarat,Q4
2554,gandhinagar district,242368,0,2018,gujarat,Q4
2555,panch mahals district,68139,0,2018,gujarat,Q4
2556,narmada district,15550,0,2018,gujarat,Q4
2557,gir somnath district,58991,0,2018,gujarat,Q4
2558,valsad district,172711,0,2018,gujarat,Q4
2559,mahisagar district,25483,0,2018,gujarat,Q4
2560,sabar kantha district,91898,0,2018,gujarat,Q4
2561,tapi district,31929,0,2018,gujarat,Q4
2562,vadodara district,421895,0,2018,gujarat,Q4
2563,banas kantha district,197774,0,2018,gujarat,Q4
2564,amreli district,67020,0,2018,gujarat,Q4
2565,ahmadabad district,1212636,0,2018,gujarat,Q4
2566,dohad district,36773,0,2018,gujarat,Q4
2567,navsari district,75930,0,2018,gujarat,Q4
2568,patan district,84408,0,2018,gujarat,Q4
2569,kachchh district,195295,0,2018,gujarat,Q4
2570,surendranagar district,80167,0,2018,gujarat,Q4
2571,morbi district,64779,0,2018,gujarat,Q4
2572,anand district,175515,0,2019,gujarat,Q1
2573,jamnagar district,121494,0,2019,gujarat,Q1
2574,devbhumi dwarka district,38898,0,2019,gujarat,Q1
2575,rajkot district,304415,0,2019,gujarat,Q1
2576,aravallis district,56005,0,2019,gujarat,Q1
2577,chhotaudepur district,20287,0,2019,gujarat,Q1
2578,botad district,58126,0,2019,gujarat,Q1
2579,bharuch district,252826,0,2019,gujarat,Q1
2580,bhavnagar district,203617,0,2019,gujarat,Q1
2581,junagadh district,82263,0,2019,gujarat,Q1
2582,mahesana district,230403,0,2019,gujarat,Q1
2583,the dangs district,6307,0,2019,gujarat,Q1
2584,kheda district,124598,0,2019,gujarat,Q1
2585,surat district,1180819,0,2019,gujarat,Q1
2586,porbandar district,28860,0,2019,gujarat,Q1
2587,gandhinagar district,291858,0,2019,gujarat,Q1
2588,panch mahals district,81863,0,2019,gujarat,Q1
2589,narmada district,19105,0,2019,gujarat,Q1
2590,gir somnath district,69872,0,2019,gujarat,Q1
2591,valsad district,209477,0,2019,gujarat,Q1
2592,mahisagar district,31147,0,2019,gujarat,Q1
2593,sabar kantha district,109651,0,2019,gujarat,Q1
2594,tapi district,39195,0,2019,gujarat,Q1
2595,vadodara district,502520,0,2019,gujarat,Q1
2596,banas kantha district,239613,0,2019,gujarat,Q1
2597,amreli district,79690,0,2019,gujarat,Q1
2598,ahmadabad district,1450100,0,2019,gujarat,Q1
2599,dohad district,45141,0,2019,gujarat,Q1
2600,navsari district,91812,0,2019,gujarat,Q1
2601,patan district,101323,0,2019,gujarat,Q1
2602,kachchh district,231871,0,2019,gujarat,Q1
2603,surendranagar district,95904,0,2019,gujarat,Q1
2604,morbi district,77961,0,2019,gujarat,Q1
2605,anand district,200007,829604,2019,gujarat,Q2
2606,jamnagar district,138108,548729,2019,gujarat,Q2
2607,devbhumi dwarka district,44975,154760,2019,gujarat,Q2
2608,rajkot district,345178,1070493,2019,gujarat,Q2
2609,aravallis district,64792,271675,2019,gujarat,Q2
2610,chhotaudepur district,23917,92854,2019,gujarat,Q2
2611,botad district,65918,257831,2019,gujarat,Q2
2612,bharuch district,284296,1318343,2019,gujarat,Q2
2613,bhavnagar district,230394,860365,2019,gujarat,Q2
2614,junagadh district,94221,271227,2019,gujarat,Q2
2615,mahesana district,259949,1242721,2019,gujarat,Q2
2616,the dangs district,7532,37591,2019,gujarat,Q2
2617,kheda district,144091,600534,2019,gujarat,Q2
2618,surat district,1338584,5960403,2019,gujarat,Q2
2619,porbandar district,33374,100742,2019,gujarat,Q2
2620,gandhinagar district,333056,1907551,2019,gujarat,Q2
2621,panch mahals district,92621,385797,2019,gujarat,Q2
2622,narmada district,22503,101020,2019,gujarat,Q2
2623,gir somnath district,79786,253664,2019,gujarat,Q2
2624,valsad district,238764,1111437,2019,gujarat,Q2
2625,mahisagar district,36155,138423,2019,gujarat,Q2
2626,sabar kantha district,123754,534999,2019,gujarat,Q2
2627,tapi district,45441,189646,2019,gujarat,Q2
2628,vadodara district,572031,2539174,2019,gujarat,Q2
2629,banas kantha district,271379,1204053,2019,gujarat,Q2
2630,amreli district,91819,339203,2019,gujarat,Q2
2631,ahmadabad district,1656341,9405838,2019,gujarat,Q2
2632,dohad district,52197,204285,2019,gujarat,Q2
2633,navsari district,106244,417352,2019,gujarat,Q2
2634,patan district,115299,552351,2019,gujarat,Q2
2635,kachchh district,261458,1230320,2019,gujarat,Q2
2636,surendranagar district,110431,409241,2019,gujarat,Q2
2637,morbi district,90030,348075,2019,gujarat,Q2
2638,anand district,226293,3576103,2019,gujarat,Q3
2639,jamnagar district,154042,1899038,2019,gujarat,Q3
2640,devbhumi dwarka district,49534,509421,2019,gujarat,Q3
2641,rajkot district,384852,3993364,2019,gujarat,Q3
2642,aravallis district,73003,1020958,2019,gujarat,Q3
2643,chhotaudepur district,27128,329896,2019,gujarat,Q3
2644,botad district,72181,991985,2019,gujarat,Q3
2645,bharuch district,315856,4792841,2019,gujarat,Q3
2646,bhavnagar district,255608,3293381,2019,gujarat,Q3
2647,junagadh district,104847,969001,2019,gujarat,Q3
2648,mahesana district,286652,4457337,2019,gujarat,Q3
2649,the dangs district,8306,116253,2019,gujarat,Q3
2650,kheda district,162956,2432770,2019,gujarat,Q3
2651,surat district,1481391,21408636,2019,gujarat,Q3
2652,porbandar district,36834,330737,2019,gujarat,Q3
2653,gandhinagar district,372464,7433206,2019,gujarat,Q3
2654,panch mahals district,102546,1338850,2019,gujarat,Q3
2655,narmada district,25267,363436,2019,gujarat,Q3
2656,gir somnath district,88366,860095,2019,gujarat,Q3
2657,valsad district,266134,3902867,2019,gujarat,Q3
2658,mahisagar district,40679,466958,2019,gujarat,Q3
2659,sabar kantha district,138237,2021301,2019,gujarat,Q3
2660,tapi district,51028,646547,2019,gujarat,Q3
2661,vadodara district,637678,9548665,2019,gujarat,Q3
2662,banas kantha district,301373,4487309,2019,gujarat,Q3
2663,amreli district,101453,1176949,2019,gujarat,Q3
2664,ahmadabad district,1848860,35854721,2019,gujarat,Q3
2665,dohad district,59460,737968,2019,gujarat,Q3
2666,navsari district,118324,1417853,2019,gujarat,Q3
2667,patan district,128573,2225161,2019,gujarat,Q3
2668,kachchh district,285519,4167209,2019,gujarat,Q3
2669,surendranagar district,122518,1455000,2019,gujarat,Q3
2670,morbi district,101337,1215668,2019,gujarat,Q3
2671,anand district,252401,3905511,2019,gujarat,Q4
2672,jamnagar district,171337,2227178,2019,gujarat,Q4
2673,devbhumi dwarka district,55209,621177,2019,gujarat,Q4
2674,rajkot district,426178,4545689,2019,gujarat,Q4
2675,aravallis district,83136,1295090,2019,gujarat,Q4
2676,chhotaudepur district,31338,429297,2019,gujarat,Q4
2677,botad district,80499,1181335,2019,gujarat,Q4
2678,bharuch district,350619,5971371,2019,gujarat,Q4
2679,bhavnagar district,286520,4080547,2019,gujarat,Q4
2680,junagadh district,117357,1216157,2019,gujarat,Q4
2681,mahesana district,316985,5363608,2019,gujarat,Q4
2682,the dangs district,9594,151581,2019,gujarat,Q4
2683,kheda district,182669,2664051,2019,gujarat,Q4
2684,surat district,1624077,23613804,2019,gujarat,Q4
2685,porbandar district,40962,385502,2019,gujarat,Q4
2686,gandhinagar district,408526,8201437,2019,gujarat,Q4
2687,panch mahals district,115707,1726942,2019,gujarat,Q4
2688,narmada district,28910,492480,2019,gujarat,Q4
2689,gir somnath district,98982,1160727,2019,gujarat,Q4
2690,valsad district,296977,4849239,2019,gujarat,Q4
2691,mahisagar district,47237,629528,2019,gujarat,Q4
2692,sabar kantha district,155618,2589322,2019,gujarat,Q4
2693,tapi district,58115,863661,2019,gujarat,Q4
2694,vadodara district,700817,11292180,2019,gujarat,Q4
2695,banas kantha district,339582,5546860,2019,gujarat,Q4
2696,amreli district,114242,1576597,2019,gujarat,Q4
2697,ahmadabad district,2015947,37991904,2019,gujarat,Q4
2698,dohad district,69618,957179,2019,gujarat,Q4
2699,navsari district,131460,1723534,2019,gujarat,Q4
2700,patan district,144779,2497573,2019,gujarat,Q4
2701,kachchh district,314732,4871076,2019,gujarat,Q4
2702,surendranagar district,138218,1846653,2019,gujarat,Q4
2703,morbi district,115451,1504967,2019,gujarat,Q4
2704,anand district,277835,4127652,2020,gujarat,Q1
2705,jamnagar district,188224,2298804,2020,gujarat,Q1
2706,devbhumi dwarka district,61293,730723,2020,gujarat,Q1
2707,rajkot district,469636,5039899,2020,gujarat,Q1
2708,aravallis district,94716,1602742,2020,gujarat,Q1
2709,chhotaudepur district,36116,529547,2020,gujarat,Q1
2710,botad district,88241,1198952,2020,gujarat,Q1
2711,bharuch district,384819,6765391,2020,gujarat,Q1
2712,bhavnagar district,315412,4262838,2020,gujarat,Q1
2713,junagadh district,130231,1358193,2020,gujarat,Q1
2714,mahesana district,349897,6028256,2020,gujarat,Q1
2715,the dangs district,10877,181854,2020,gujarat,Q1
2716,kheda district,204548,3047323,2020,gujarat,Q1
2717,surat district,1772703,27362139,2020,gujarat,Q1
2718,porbandar district,45383,444447,2020,gujarat,Q1
2719,gandhinagar district,445290,8879457,2020,gujarat,Q1
2720,panch mahals district,129831,1963840,2020,gujarat,Q1
2721,narmada district,33074,595463,2020,gujarat,Q1
2722,gir somnath district,110211,1337958,2020,gujarat,Q1
2723,valsad district,330053,5604622,2020,gujarat,Q1
2724,mahisagar district,54880,782289,2020,gujarat,Q1
2725,sabar kantha district,174426,3030789,2020,gujarat,Q1
2726,tapi district,65634,1036092,2020,gujarat,Q1
2727,vadodara district,763969,12483845,2020,gujarat,Q1
2728,banas kantha district,386212,7051669,2020,gujarat,Q1
2729,amreli district,126423,1611436,2020,gujarat,Q1
2730,ahmadabad district,2185983,40521157,2020,gujarat,Q1
2731,dohad district,81529,1236284,2020,gujarat,Q1
2732,navsari district,146018,1993140,2020,gujarat,Q1
2733,patan district,164027,2890050,2020,gujarat,Q1
2734,kachchh district,347270,5714637,2020,gujarat,Q1
2735,surendranagar district,154610,2101503,2020,gujarat,Q1
2736,morbi district,130472,1792131,2020,gujarat,Q1
2737,anand district,307408,3806180,2020,gujarat,Q2
2738,jamnagar district,208647,2264637,2020,gujarat,Q2
2739,devbhumi dwarka district,69591,833260,2020,gujarat,Q2
2740,rajkot district,522650,4850731,2020,gujarat,Q2
2741,aravallis district,109491,2026596,2020,gujarat,Q2
2742,chhotaudepur district,43696,767414,2020,gujarat,Q2
2743,botad district,100129,1724159,2020,gujarat,Q2
2744,bharuch district,423017,6655417,2020,gujarat,Q2
2745,bhavnagar district,354301,5050744,2020,gujarat,Q2
2746,junagadh district,147012,1678274,2020,gujarat,Q2
2747,mahesana district,389562,6476731,2020,gujarat,Q2
2748,the dangs district,12754,242151,2020,gujarat,Q2
2749,kheda district,232123,3424229,2020,gujarat,Q2
2750,surat district,1935894,21659619,2020,gujarat,Q2
2751,porbandar district,50733,518063,2020,gujarat,Q2
2752,gandhinagar district,488351,7343038,2020,gujarat,Q2
2753,panch mahals district,148675,2136842,2020,gujarat,Q2
2754,narmada district,39531,762775,2020,gujarat,Q2
2755,gir somnath district,125777,1902233,2020,gujarat,Q2
2756,valsad district,372771,5991227,2020,gujarat,Q2
2757,mahisagar district,64428,1138847,2020,gujarat,Q2
2758,sabar kantha district,196035,3368537,2020,gujarat,Q2
2759,tapi district,76018,1298227,2020,gujarat,Q2
2760,vadodara district,830759,10076172,2020,gujarat,Q2
2761,banas kantha district,446603,8305317,2020,gujarat,Q2
2762,amreli district,145486,2447389,2020,gujarat,Q2
2763,ahmadabad district,2384154,31306891,2020,gujarat,Q2
2764,dohad district,102250,1808011,2020,gujarat,Q2
2765,navsari district,166398,2282454,2020,gujarat,Q2
2766,patan district,185703,3289294,2020,gujarat,Q2
2767,kachchh district,385480,5599740,2020,gujarat,Q2
2768,surendranagar district,176758,2588128,2020,gujarat,Q2
2769,morbi district,150472,1641032,2020,gujarat,Q2
2770,anand district,336799,4331672,2020,gujarat,Q3
2771,jamnagar district,227798,2485735,2020,gujarat,Q3
2772,devbhumi dwarka district,76991,860629,2020,gujarat,Q3
2773,rajkot district,573062,5528685,2020,gujarat,Q3
2774,aravallis district,122687,2133497,2020,gujarat,Q3
2775,chhotaudepur district,49929,741433,2020,gujarat,Q3
2776,botad district,109438,1607234,2020,gujarat,Q3
2777,bharuch district,462292,8024617,2020,gujarat,Q3
2778,bhavnagar district,387781,5290196,2020,gujarat,Q3
2779,junagadh district,163177,1718468,2020,gujarat,Q3
2780,mahesana district,427950,7432916,2020,gujarat,Q3
2781,the dangs district,14501,254123,2020,gujarat,Q3
2782,kheda district,256968,3629599,2020,gujarat,Q3
2783,surat district,2092712,23450291,2020,gujarat,Q3
2784,porbandar district,56130,556557,2020,gujarat,Q3
2785,gandhinagar district,529771,9721563,2020,gujarat,Q3
2786,panch mahals district,165251,2379253,2020,gujarat,Q3
2787,narmada district,44654,787689,2020,gujarat,Q3
2788,gir somnath district,139141,1786233,2020,gujarat,Q3
2789,valsad district,410740,6542204,2020,gujarat,Q3
2790,mahisagar district,73191,1039369,2020,gujarat,Q3
2791,sabar kantha district,218309,4022650,2020,gujarat,Q3
2792,tapi district,84921,1370436,2020,gujarat,Q3
2793,vadodara district,901492,13501217,2020,gujarat,Q3
2794,banas kantha district,501471,9413818,2020,gujarat,Q3
2795,amreli district,161288,2326604,2020,gujarat,Q3
2796,ahmadabad district,2580178,43984650,2020,gujarat,Q3
2797,dohad district,118431,1832118,2020,gujarat,Q3
2798,navsari district,183779,2416323,2020,gujarat,Q3
2799,patan district,206708,3658324,2020,gujarat,Q3
2800,kachchh district,423729,6675502,2020,gujarat,Q3
2801,surendranagar district,197594,2754011,2020,gujarat,Q3
2802,morbi district,168984,2144856,2020,gujarat,Q3
2803,anand district,367561,5362999,2020,gujarat,Q4
2804,jamnagar district,248187,2953949,2020,gujarat,Q4
2805,devbhumi dwarka district,84750,1018943,2020,gujarat,Q4
2806,rajkot district,627654,6696956,2020,gujarat,Q4
2807,aravallis district,135616,2560222,2020,gujarat,Q4
2808,chhotaudepur district,56282,902789,2020,gujarat,Q4
2809,botad district,117629,1521917,2020,gujarat,Q4
2810,bharuch district,508005,10786740,2020,gujarat,Q4
2811,bhavnagar district,419697,5661522,2020,gujarat,Q4
2812,junagadh district,178595,1940195,2020,gujarat,Q4
2813,mahesana district,464932,8801141,2020,gujarat,Q4
2814,the dangs district,16317,322911,2020,gujarat,Q4
2815,kheda district,282429,4361153,2020,gujarat,Q4
2816,surat district,2278232,34575532,2020,gujarat,Q4
2817,porbandar district,62166,676620,2020,gujarat,Q4
2818,gandhinagar district,572461,11718890,2020,gujarat,Q4
2819,panch mahals district,182696,2927538,2020,gujarat,Q4
2820,narmada district,50130,992643,2020,gujarat,Q4
2821,gir somnath district,152104,1987260,2020,gujarat,Q4
2822,valsad district,452628,8644503,2020,gujarat,Q4
2823,mahisagar district,81588,1232668,2020,gujarat,Q4
2824,sabar kantha district,240357,4888877,2020,gujarat,Q4
2825,tapi district,94476,1765259,2020,gujarat,Q4
2826,vadodara district,980658,17540053,2020,gujarat,Q4
2827,banas kantha district,551645,10634353,2020,gujarat,Q4
2828,amreli district,176011,2282316,2020,gujarat,Q4
2829,ahmadabad district,2787991,54175819,2020,gujarat,Q4
2830,dohad district,132954,2063724,2020,gujarat,Q4
2831,navsari district,201412,3007453,2020,gujarat,Q4
2832,patan district,227441,4369785,2020,gujarat,Q4
2833,kachchh district,466855,8257809,2020,gujarat,Q4
2834,surendranagar district,216954,3173754,2020,gujarat,Q4
2835,morbi district,188790,2691060,2020,gujarat,Q4
2836,anand district,395164,5855859,2021,gujarat,Q1
2837,jamnagar district,267315,3413685,2021,gujarat,Q1
2838,devbhumi dwarka district,91653,1125352,2021,gujarat,Q1
2839,rajkot district,677301,7803138,2021,gujarat,Q1
2840,aravallis district,146811,2774336,2021,gujarat,Q1
2841,chhotaudepur district,61097,970270,2021,gujarat,Q1
2842,botad district,126302,1642524,2021,gujarat,Q1
2843,bharuch district,548541,12399575,2021,gujarat,Q1
2844,bhavnagar district,450462,5750612,2021,gujarat,Q1
2845,junagadh district,192500,2001820,2021,gujarat,Q1
2846,mahesana district,500511,9595361,2021,gujarat,Q1
2847,the dangs district,17658,350858,2021,gujarat,Q1
2848,kheda district,304909,4828751,2021,gujarat,Q1
2849,surat district,2458596,41476549,2021,gujarat,Q1
2850,porbandar district,67063,725183,2021,gujarat,Q1
2851,gandhinagar district,615315,13654781,2021,gujarat,Q1
2852,panch mahals district,197602,3236700,2021,gujarat,Q1
2853,narmada district,54427,1070694,2021,gujarat,Q1
2854,gir somnath district,163763,2007742,2021,gujarat,Q1
2855,valsad district,489062,10057529,2021,gujarat,Q1
2856,mahisagar district,88343,1262035,2021,gujarat,Q1
2857,sabar kantha district,259578,5343748,2021,gujarat,Q1
2858,tapi district,102144,1963282,2021,gujarat,Q1
2859,vadodara district,1053954,20042908,2021,gujarat,Q1
2860,banas kantha district,598384,12443664,2021,gujarat,Q1
2861,amreli district,189252,2198433,2021,gujarat,Q1
2862,ahmadabad district,2999575,63813424,2021,gujarat,Q1
2863,dohad district,144445,2338472,2021,gujarat,Q1
2864,navsari district,216841,3189672,2021,gujarat,Q1
2865,patan district,246083,4877445,2021,gujarat,Q1
2866,kachchh district,505517,9800171,2021,gujarat,Q1
2867,surendranagar district,234429,3456434,2021,gujarat,Q1
2868,morbi district,205529,3261867,2021,gujarat,Q1
2869,anand district,422965,5154924,2021,gujarat,Q2
2870,jamnagar district,287113,5057707,2021,gujarat,Q2
2871,devbhumi dwarka district,98957,3134118,2021,gujarat,Q2
2872,rajkot district,726817,9593985,2021,gujarat,Q2
2873,aravallis district,158083,5332899,2021,gujarat,Q2
2874,chhotaudepur district,66155,3188155,2021,gujarat,Q2
2875,botad district,135845,3457428,2021,gujarat,Q2
2876,bharuch district,588777,12729351,2021,gujarat,Q2
2877,bhavnagar district,483224,7322593,2021,gujarat,Q2
2878,junagadh district,207118,4070018,2021,gujarat,Q2
2879,mahesana district,536645,9759520,2021,gujarat,Q2
2880,the dangs district,19033,1976849,2021,gujarat,Q2
2881,kheda district,327251,5529938,2021,gujarat,Q2
