,District name,No of Registered User,AppOpens,Year,State Name,Quater
7461,bikaner district,176734,0,2018,rajasthan,Q4
7462,sikar district,262310,0,2018,rajasthan,Q4
7463,dholpur district,48912,0,2018,rajasthan,Q4
7464,sirohi district,64717,0,2018,rajasthan,Q4
7465,rajsamand district,64037,0,2018,rajasthan,Q4
7466,jaisalmer district,48941,0,2018,rajasthan,Q4
7467,bundi district,70036,0,2018,rajasthan,Q4
7468,jhalawar district,75398,0,2018,rajasthan,Q4
7469,alwar district,426052,0,2018,rajasthan,Q4
7470,kota district,263264,0,2018,rajasthan,Q4
7471,jhunjhunu district,196607,0,2018,rajasthan,Q4
7472,pali district,162537,0,2019,rajasthan,Q1
7473,ganganagar district,210336,0,2019,rajasthan,Q1
7474,churu district,168353,0,2019,rajasthan,Q1
7475,jaipur district,2060175,0,2019,rajasthan,Q1
7476,baran district,84261,0,2019,rajasthan,Q1
7477,bhilwara district,276384,0,2019,rajasthan,Q1
7478,banswara district,48096,0,2019,rajasthan,Q1
7479,dungarpur district,43910,0,2019,rajasthan,Q1
7480,tonk district,134480,0,2019,rajasthan,Q1
7481,jodhpur district,434178,0,2019,rajasthan,Q1
7482,karauli district,102283,0,2019,rajasthan,Q1
7483,udaipur district,258915,0,2019,rajasthan,Q1
7484,dausa district,195832,0,2019,rajasthan,Q1
7485,nagaur district,259361,0,2019,rajasthan,Q1
7486,bharatpur district,186048,0,2019,rajasthan,Q1
7487,barmer district,167463,0,2019,rajasthan,Q1
7488,ajmer district,290433,0,2019,rajasthan,Q1
7489,chittorgarh district,145818,0,2019,rajasthan,Q1
7490,hanumangarh district,144397,0,2019,rajasthan,Q1
7491,pratapgarh district,32514,0,2019,rajasthan,Q1
7492,sawai madhopur district,133291,0,2019,rajasthan,Q1
7493,jalore district,103490,0,2019,rajasthan,Q1
7494,bikaner district,217474,0,2019,rajasthan,Q1
7495,sikar district,318166,0,2019,rajasthan,Q1
7496,dholpur district,60029,0,2019,rajasthan,Q1
7497,sirohi district,79721,0,2019,rajasthan,Q1
7498,rajsamand district,78583,0,2019,rajasthan,Q1
7499,jaisalmer district,61453,0,2019,rajasthan,Q1
7500,bundi district,86749,0,2019,rajasthan,Q1
7501,jhalawar district,92752,0,2019,rajasthan,Q1
7502,alwar district,517681,0,2019,rajasthan,Q1
7503,kota district,318085,0,2019,rajasthan,Q1
7504,jhunjhunu district,238956,0,2019,rajasthan,Q1
7505,pali district,187542,930088,2019,rajasthan,Q2
7506,ganganagar district,235568,1551938,2019,rajasthan,Q2
7507,churu district,195534,1006339,2019,rajasthan,Q2
7508,jaipur district,2290462,22271457,2019,rajasthan,Q2
7509,baran district,95427,564207,2019,rajasthan,Q2
7510,bhilwara district,314517,2261281,2019,rajasthan,Q2
7511,banswara district,55866,253550,2019,rajasthan,Q2
7512,dungarpur district,51445,198122,2019,rajasthan,Q2
7513,tonk district,154278,1184959,2019,rajasthan,Q2
7514,jodhpur district,499967,2726339,2019,rajasthan,Q2
7515,karauli district,117179,809150,2019,rajasthan,Q2
7516,udaipur district,296062,1759980,2019,rajasthan,Q2
7517,dausa district,221809,1902214,2019,rajasthan,Q2
7518,nagaur district,301083,1592659,2019,rajasthan,Q2
7519,bharatpur district,218123,1302330,2019,rajasthan,Q2
7520,barmer district,195808,1095062,2019,rajasthan,Q2
7521,ajmer district,335167,1885467,2019,rajasthan,Q2
7522,chittorgarh district,165139,995673,2019,rajasthan,Q2
7523,hanumangarh district,163214,1167325,2019,rajasthan,Q2
7524,pratapgarh district,37559,192934,2019,rajasthan,Q2
7525,sawai madhopur district,150671,1155239,2019,rajasthan,Q2
7526,jalore district,121750,569083,2019,rajasthan,Q2
7527,bikaner district,253994,1406054,2019,rajasthan,Q2
7528,sikar district,366729,2484751,2019,rajasthan,Q2
7529,dholpur district,69500,396630,2019,rajasthan,Q2
7530,sirohi district,91049,459237,2019,rajasthan,Q2
7531,rajsamand district,90703,463090,2019,rajasthan,Q2
7532,jaisalmer district,73182,385303,2019,rajasthan,Q2
7533,bundi district,99226,630309,2019,rajasthan,Q2
7534,jhalawar district,106772,774709,2019,rajasthan,Q2
7535,alwar district,593855,4412522,2019,rajasthan,Q2
7536,kota district,359152,2477064,2019,rajasthan,Q2
7537,jhunjhunu district,275603,1522271,2019,rajasthan,Q2
7538,pali district,210186,3230830,2019,rajasthan,Q3
7539,ganganagar district,259147,5329186,2019,rajasthan,Q3
7540,churu district,217626,3317342,2019,rajasthan,Q3
7541,jaipur district,2520933,89850029,2019,rajasthan,Q3
7542,baran district,106351,2051705,2019,rajasthan,Q3
7543,bhilwara district,352747,8860857,2019,rajasthan,Q3
7544,banswara district,63551,893570,2019,rajasthan,Q3
7545,dungarpur district,58095,706395,2019,rajasthan,Q3
7546,tonk district,172052,4405786,2019,rajasthan,Q3
7547,jodhpur district,557784,10392183,2019,rajasthan,Q3
7548,karauli district,130123,2621200,2019,rajasthan,Q3
7549,udaipur district,336408,7278593,2019,rajasthan,Q3
7550,dausa district,247191,7121592,2019,rajasthan,Q3
7551,nagaur district,337197,5708529,2019,rajasthan,Q3
7552,bharatpur district,249623,4387816,2019,rajasthan,Q3
7553,barmer district,219517,4182508,2019,rajasthan,Q3
7554,ajmer district,378921,6913177,2019,rajasthan,Q3
7555,chittorgarh district,184293,3661078,2019,rajasthan,Q3
7556,hanumangarh district,178867,3826129,2019,rajasthan,Q3
7557,pratapgarh district,42086,701686,2019,rajasthan,Q3
7558,sawai madhopur district,166920,3974181,2019,rajasthan,Q3
7559,jalore district,137453,2019288,2019,rajasthan,Q3
7560,bikaner district,285431,5245001,2019,rajasthan,Q3
7561,sikar district,412367,8985766,2019,rajasthan,Q3
7562,dholpur district,78552,1328504,2019,rajasthan,Q3
7563,sirohi district,102086,1654243,2019,rajasthan,Q3
7564,rajsamand district,103271,1789671,2019,rajasthan,Q3
7565,jaisalmer district,81836,1600174,2019,rajasthan,Q3
7566,bundi district,111813,2296350,2019,rajasthan,Q3
7567,jhalawar district,121605,2972921,2019,rajasthan,Q3
7568,alwar district,666462,15928761,2019,rajasthan,Q3
7569,kota district,399776,9992598,2019,rajasthan,Q3
7570,jhunjhunu district,307034,5111350,2019,rajasthan,Q3
7571,pali district,237638,4129902,2019,rajasthan,Q4
7572,ganganagar district,283969,6621904,2019,rajasthan,Q4
7573,churu district,244530,4329962,2019,rajasthan,Q4
7574,jaipur district,2746860,103314309,2019,rajasthan,Q4
7575,baran district,119534,2547353,2019,rajasthan,Q4
7576,bhilwara district,394803,10679589,2019,rajasthan,Q4
7577,banswara district,72904,1098801,2019,rajasthan,Q4
7578,dungarpur district,66780,888115,2019,rajasthan,Q4
7579,tonk district,193414,5508185,2019,rajasthan,Q4
7580,jodhpur district,622601,12720546,2019,rajasthan,Q4
7581,karauli district,146756,3551403,2019,rajasthan,Q4
7582,udaipur district,378564,9084520,2019,rajasthan,Q4
7583,dausa district,277572,9184224,2019,rajasthan,Q4
7584,nagaur district,383582,7324868,2019,rajasthan,Q4
7585,bharatpur district,286149,5465453,2019,rajasthan,Q4
7586,barmer district,250330,5275277,2019,rajasthan,Q4
7587,ajmer district,426926,8628128,2019,rajasthan,Q4
7588,chittorgarh district,206858,4484694,2019,rajasthan,Q4
7589,hanumangarh district,196382,4658582,2019,rajasthan,Q4
7590,pratapgarh district,48278,897308,2019,rajasthan,Q4
7591,sawai madhopur district,187961,5396377,2019,rajasthan,Q4
7592,jalore district,157677,2570614,2019,rajasthan,Q4
7593,bikaner district,321081,6515592,2019,rajasthan,Q4
7594,sikar district,464940,11652696,2019,rajasthan,Q4
7595,dholpur district,89248,1669233,2019,rajasthan,Q4
7596,sirohi district,115407,2190115,2019,rajasthan,Q4
7597,rajsamand district,118240,2252524,2019,rajasthan,Q4
7598,jaisalmer district,93012,2097906,2019,rajasthan,Q4
7599,bundi district,126513,2832743,2019,rajasthan,Q4
7600,jhalawar district,138059,3619323,2019,rajasthan,Q4
7601,alwar district,742956,19213455,2019,rajasthan,Q4
7602,kota district,441496,11727559,2019,rajasthan,Q4
7603,jhunjhunu district,344011,6773433,2019,rajasthan,Q4
7604,pali district,268302,5368443,2020,rajasthan,Q1
7605,ganganagar district,310884,8129893,2020,rajasthan,Q1
7606,churu district,275729,5570951,2020,rajasthan,Q1
7607,jaipur district,2966508,112753813,2020,rajasthan,Q1
7608,baran district,133269,3014985,2020,rajasthan,Q1
7609,bhilwara district,442746,13144341,2020,rajasthan,Q1
7610,banswara district,82838,1342542,2020,rajasthan,Q1
7611,dungarpur district,76324,1159673,2020,rajasthan,Q1
7612,tonk district,216178,6901660,2020,rajasthan,Q1
7613,jodhpur district,695569,15334159,2020,rajasthan,Q1
7614,karauli district,164040,4420047,2020,rajasthan,Q1
7615,udaipur district,422167,10513844,2020,rajasthan,Q1
7616,dausa district,308670,11217391,2020,rajasthan,Q1
7617,nagaur district,437492,9554943,2020,rajasthan,Q1
7618,bharatpur district,329290,6790404,2020,rajasthan,Q1
7619,barmer district,286601,7166819,2020,rajasthan,Q1
7620,ajmer district,482545,10914304,2020,rajasthan,Q1
7621,chittorgarh district,231108,5597109,2020,rajasthan,Q1
7622,hanumangarh district,216674,5952908,2020,rajasthan,Q1
7623,pratapgarh district,55077,1133884,2020,rajasthan,Q1
7624,sawai madhopur district,209020,6355173,2020,rajasthan,Q1
7625,jalore district,180293,3511023,2020,rajasthan,Q1
7626,bikaner district,362779,8266173,2020,rajasthan,Q1
7627,sikar district,522371,14810439,2020,rajasthan,Q1
7628,dholpur district,101624,2213179,2020,rajasthan,Q1
7629,sirohi district,129859,2676831,2020,rajasthan,Q1
7630,rajsamand district,135151,2855731,2020,rajasthan,Q1
7631,jaisalmer district,105533,2508061,2020,rajasthan,Q1
7632,bundi district,142309,3455333,2020,rajasthan,Q1
7633,jhalawar district,155961,4310076,2020,rajasthan,Q1
7634,alwar district,825297,23195731,2020,rajasthan,Q1
7635,kota district,483202,13130482,2020,rajasthan,Q1
7636,jhunjhunu district,386643,8545411,2020,rajasthan,Q1
7637,pali district,307887,6310273,2020,rajasthan,Q2
7638,ganganagar district,335621,8379592,2020,rajasthan,Q2
7639,churu district,316790,6760892,2020,rajasthan,Q2
7640,jaipur district,3182014,80877961,2020,rajasthan,Q2
7641,baran district,151765,3835116,2020,rajasthan,Q2
7642,bhilwara district,494563,12890198,2020,rajasthan,Q2
7643,banswara district,99412,1699963,2020,rajasthan,Q2
7644,dungarpur district,91873,1636556,2020,rajasthan,Q2
7645,tonk district,242537,7781905,2020,rajasthan,Q2
7646,jodhpur district,786584,14441478,2020,rajasthan,Q2
7647,karauli district,186606,6525754,2020,rajasthan,Q2
7648,udaipur district,470976,8593625,2020,rajasthan,Q2
7649,dausa district,340173,12618994,2020,rajasthan,Q2
7650,nagaur district,507139,11775596,2020,rajasthan,Q2
7651,bharatpur district,387228,8912263,2020,rajasthan,Q2
7652,barmer district,339591,9014183,2020,rajasthan,Q2
7653,ajmer district,543273,10441267,2020,rajasthan,Q2
7654,chittorgarh district,260273,5682568,2020,rajasthan,Q2
7655,hanumangarh district,236656,6563154,2020,rajasthan,Q2
7656,pratapgarh district,65571,1452171,2020,rajasthan,Q2
7657,sawai madhopur district,232702,7297253,2020,rajasthan,Q2
7658,jalore district,214252,4760526,2020,rajasthan,Q2
7659,bikaner district,411873,8603077,2020,rajasthan,Q2
7660,sikar district,589850,15875616,2020,rajasthan,Q2
7661,dholpur district,116972,2947200,2020,rajasthan,Q2
7662,sirohi district,148341,3094850,2020,rajasthan,Q2
7663,rajsamand district,156088,3238062,2020,rajasthan,Q2
7664,jaisalmer district,123119,2920461,2020,rajasthan,Q2
7665,bundi district,160378,3927602,2020,rajasthan,Q2
7666,jhalawar district,179103,4948638,2020,rajasthan,Q2
7667,alwar district,915475,25159291,2020,rajasthan,Q2
7668,kota district,529843,10371662,2020,rajasthan,Q2
7669,jhunjhunu district,438673,10603434,2020,rajasthan,Q2
7670,pali district,345708,8255807,2020,rajasthan,Q3
7671,ganganagar district,361472,10430039,2020,rajasthan,Q3
7672,churu district,351312,7999281,2020,rajasthan,Q3
7673,jaipur district,3433167,125079282,2020,rajasthan,Q3
7674,baran district,170494,4538646,2020,rajasthan,Q3
7675,bhilwara district,548564,17651079,2020,rajasthan,Q3
7676,banswara district,113690,1945847,2020,rajasthan,Q3
7677,dungarpur district,104238,1696231,2020,rajasthan,Q3
7678,tonk district,271572,9391974,2020,rajasthan,Q3
7679,jodhpur district,870849,19922472,2020,rajasthan,Q3
7680,karauli district,208020,6785763,2020,rajasthan,Q3
7681,udaipur district,522695,13013510,2020,rajasthan,Q3
7682,dausa district,374327,15029658,2020,rajasthan,Q3
7683,nagaur district,564788,13925433,2020,rajasthan,Q3
7684,bharatpur district,443923,9409816,2020,rajasthan,Q3
7685,barmer district,382632,10425426,2020,rajasthan,Q3
7686,ajmer district,605298,14653418,2020,rajasthan,Q3
7687,chittorgarh district,289447,7499061,2020,rajasthan,Q3
7688,hanumangarh district,256413,8007919,2020,rajasthan,Q3
7689,pratapgarh district,74664,1699712,2020,rajasthan,Q3
7690,sawai madhopur district,261108,9027130,2020,rajasthan,Q3
7691,jalore district,241722,5465909,2020,rajasthan,Q3
7692,bikaner district,458961,11169617,2020,rajasthan,Q3
7693,sikar district,652190,19910360,2020,rajasthan,Q3
7694,dholpur district,130882,3049890,2020,rajasthan,Q3
7695,sirohi district,165084,4005774,2020,rajasthan,Q3
7696,rajsamand district,176459,4332202,2020,rajasthan,Q3
7697,jaisalmer district,138087,3642268,2020,rajasthan,Q3
7698,bundi district,179426,4732783,2020,rajasthan,Q3
7699,jhalawar district,202659,6128883,2020,rajasthan,Q3
7700,alwar district,1008033,31403726,2020,rajasthan,Q3
7701,kota district,577117,13759287,2020,rajasthan,Q3
7702,jhunjhunu district,484411,12694667,2020,rajasthan,Q3
7703,pali district,382655,9825539,2020,rajasthan,Q4
7704,ganganagar district,388034,12772868,2020,rajasthan,Q4
7705,churu district,386458,9412917,2020,rajasthan,Q4
7706,jaipur district,3679874,148178456,2020,rajasthan,Q4
7707,baran district,187876,5057385,2020,rajasthan,Q4
7708,bhilwara district,600492,20982848,2020,rajasthan,Q4
7709,banswara district,129685,2518374,2020,rajasthan,Q4
7710,dungarpur district,117041,2067808,2020,rajasthan,Q4
7711,tonk district,296247,10501803,2020,rajasthan,Q4
7712,jodhpur district,956422,24618380,2020,rajasthan,Q4
7713,karauli district,227131,6370881,2020,rajasthan,Q4
7714,udaipur district,572833,16303274,2020,rajasthan,Q4
7715,dausa district,403566,14098651,2020,rajasthan,Q4
7716,nagaur district,621602,16605197,2020,rajasthan,Q4
7717,bharatpur district,488657,10160228,2020,rajasthan,Q4
7718,barmer district,427187,12501398,2020,rajasthan,Q4
7719,ajmer district,667786,18479194,2020,rajasthan,Q4
7720,chittorgarh district,318559,9003388,2020,rajasthan,Q4
7721,hanumangarh district,275838,9393442,2020,rajasthan,Q4
7722,pratapgarh district,83444,1932067,2020,rajasthan,Q4
7723,sawai madhopur district,284274,8890374,2020,rajasthan,Q4
7724,jalore district,267460,6174701,2020,rajasthan,Q4
7725,bikaner district,505877,13537018,2020,rajasthan,Q4
7726,sikar district,712668,23601312,2020,rajasthan,Q4
7727,dholpur district,144560,3534891,2020,rajasthan,Q4
7728,sirohi district,181922,4838098,2020,rajasthan,Q4
7729,rajsamand district,196490,5256359,2020,rajasthan,Q4
7730,jaisalmer district,153298,4666428,2020,rajasthan,Q4
7731,bundi district,197914,5473686,2020,rajasthan,Q4
7732,jhalawar district,223785,6746396,2020,rajasthan,Q4
7733,alwar district,1096436,35643201,2020,rajasthan,Q4
7734,kota district,625674,17093714,2020,rajasthan,Q4
7735,jhunjhunu district,527749,14774833,2020,rajasthan,Q4
7736,pali district,415885,11819976,2021,rajasthan,Q1
7737,ganganagar district,417045,15473270,2021,rajasthan,Q1
7738,churu district,419405,11431454,2021,rajasthan,Q1
7739,jaipur district,3951866,183223237,2021,rajasthan,Q1
7740,baran district,203337,5801624,2021,rajasthan,Q1
7741,bhilwara district,651400,25443751,2021,rajasthan,Q1
7742,banswara district,141400,3013349,2021,rajasthan,Q1
7743,dungarpur district,127350,2477341,2021,rajasthan,Q1
7744,tonk district,320035,12332529,2021,rajasthan,Q1
7745,jodhpur district,1036855,31951682,2021,rajasthan,Q1
7746,karauli district,246158,8003738,2021,rajasthan,Q1
7747,udaipur district,619264,20513934,2021,rajasthan,Q1
7748,dausa district,436073,18930061,2021,rajasthan,Q1
7749,nagaur district,674465,20283897,2021,rajasthan,Q1
7750,bharatpur district,532869,12486257,2021,rajasthan,Q1
7751,barmer district,467599,16621513,2021,rajasthan,Q1
7752,ajmer district,723852,23579979,2021,rajasthan,Q1
7753,chittorgarh district,346105,10970397,2021,rajasthan,Q1
7754,hanumangarh district,296847,10904246,2021,rajasthan,Q1
7755,pratapgarh district,91072,2334901,2021,rajasthan,Q1
7756,sawai madhopur district,308182,11891379,2021,rajasthan,Q1
7757,jalore district,291129,7479999,2021,rajasthan,Q1
7758,bikaner district,549650,17216574,2021,rajasthan,Q1
7759,sikar district,770103,28600473,2021,rajasthan,Q1
7760,dholpur district,157012,4162764,2021,rajasthan,Q1
7761,sirohi district,196962,5802177,2021,rajasthan,Q1
7762,rajsamand district,213464,6267543,2021,rajasthan,Q1
7763,jaisalmer district,167775,6229028,2021,rajasthan,Q1
7764,bundi district,214612,6548190,2021,rajasthan,Q1
7765,jhalawar district,243433,8020226,2021,rajasthan,Q1
7766,alwar district,1185599,43190779,2021,rajasthan,Q1
7767,kota district,674683,22050579,2021,rajasthan,Q1
7768,jhunjhunu district,569602,17478212,2021,rajasthan,Q1
7769,pali district,447779,26084296,2021,rajasthan,Q2
7770,ganganagar district,447213,112799686,2021,rajasthan,Q2
7771,churu district,452436,24492982,2021,rajasthan,Q2
7772,jaipur district,4226231,129314372,2021,rajasthan,Q2
7773,baran district,219493,11541278,2021,rajasthan,Q2
7774,bhilwara district,701929,38002894,2021,rajasthan,Q2
7775,banswara district,152564,8074724,2021,rajasthan,Q2
7776,dungarpur district,137559,6330854,2021,rajasthan,Q2
7777,tonk district,345171,24685623,2021,rajasthan,Q2
7778,jodhpur district,1114131,62758418,2021,rajasthan,Q2
7779,karauli district,265012,15318896,2021,rajasthan,Q2
7780,udaipur district,664816,25708180,2021,rajasthan,Q2
7781,dausa district,468401,23327644,2021,rajasthan,Q2
7782,nagaur district,726871,49222121,2021,rajasthan,Q2
7783,bharatpur district,573558,16306652,2021,rajasthan,Q2
7784,barmer district,508022,66990117,2021,rajasthan,Q2
7785,ajmer district,776294,30665240,2021,rajasthan,Q2
7786,chittorgarh district,373366,17991745,2021,rajasthan,Q2
7787,hanumangarh district,318916,71893810,2021,rajasthan,Q2
7788,pratapgarh district,98859,7256037,2021,rajasthan,Q2
7789,sawai madhopur district,331804,19386358,2021,rajasthan,Q2
7790,jalore district,314575,20927950,2021,rajasthan,Q2
7791,bikaner district,592883,50927072,2021,rajasthan,Q2
7792,sikar district,826855,37021004,2021,rajasthan,Q2
7793,dholpur district,169376,7403984,2021,rajasthan,Q2
7794,sirohi district,211770,9436390,2021,rajasthan,Q2
7795,rajsamand district,229951,12148232,2021,rajasthan,Q2
7796,jaisalmer district,182456,25511431,2021,rajasthan,Q2
7797,bundi district,231781,13395218,2021,rajasthan,Q2
7798,jhalawar district,262988,15380255,2021,rajasthan,Q2
7799,alwar district,1273307,47024799,2021,rajasthan,Q2
7800,kota district,722793,20158112,2021,rajasthan,Q2
7801,jhunjhunu district,611825,24604858,2021,rajasthan,Q2
7802,pali district,484755,33725637,2021,rajasthan,Q3
7803,ganganagar district,481739,155979698,2021,rajasthan,Q3
7804,churu district,491812,36163323,2021,rajasthan,Q3
7805,jaipur district,4534297,175289835,2021,rajasthan,Q3
7806,baran district,238205,14724605,2021,rajasthan,Q3
7807,bhilwara district,760232,52240450,2021,rajasthan,Q3
7808,banswara district,165628,10580067,2021,rajasthan,Q3
7809,dungarpur district,149490,7824971,2021,rajasthan,Q3
7810,tonk district,374118,29280826,2021,rajasthan,Q3
7811,jodhpur district,1202937,85445735,2021,rajasthan,Q3
7812,karauli district,287377,16649738,2021,rajasthan,Q3
7813,udaipur district,716657,34896346,2021,rajasthan,Q3
7814,dausa district,506053,27166264,2021,rajasthan,Q3
7815,nagaur district,787565,65627603,2021,rajasthan,Q3
7816,bharatpur district,621337,18744440,2021,rajasthan,Q3
7817,barmer district,555443,86730475,2021,rajasthan,Q3
7818,ajmer district,835375,44691315,2021,rajasthan,Q3
7819,chittorgarh district,405372,25182745,2021,rajasthan,Q3
7820,hanumangarh district,344727,98092929,2021,rajasthan,Q3
7821,pratapgarh district,107977,9572891,2021,rajasthan,Q3
7822,sawai madhopur district,359201,22869669,2021,rajasthan,Q3
7823,jalore district,341575,23694042,2021,rajasthan,Q3
7824,bikaner district,643520,76274401,2021,rajasthan,Q3
7825,sikar district,892015,45869668,2021,rajasthan,Q3
7826,dholpur district,184104,9024247,2021,rajasthan,Q3
7827,sirohi district,228612,12856951,2021,rajasthan,Q3
7828,rajsamand district,248866,16230110,2021,rajasthan,Q3
7829,jaisalmer district,200177,40799554,2021,rajasthan,Q3
7830,bundi district,251774,17553690,2021,rajasthan,Q3
7831,jhalawar district,286594,20159854,2021,rajasthan,Q3
7832,alwar district,1374586,59044145,2021,rajasthan,Q3
7833,kota district,777099,26835981,2021,rajasthan,Q3
7834,jhunjhunu district,660246,29731620,2021,rajasthan,Q3
7835,pali district,520123,25431471,2021,rajasthan,Q4
7836,ganganagar district,515921,29488011,2021,rajasthan,Q4
7837,churu district,529054,25104922,2021,rajasthan,Q4
7838,jaipur district,4841883,271330929,2021,rajasthan,Q4
7839,baran district,256568,12169559,2021,rajasthan,Q4
7840,bhilwara district,816969,53226820,2021,rajasthan,Q4
7841,banswara district,177866,7108111,2021,rajasthan,Q4
7842,dungarpur district,160624,5972533,2021,rajasthan,Q4
7843,tonk district,402370,23402350,2021,rajasthan,Q4
7844,jodhpur district,1288773,67754747,2021,rajasthan,Q4
7845,karauli district,309039,16501417,2021,rajasthan,Q4
7846,udaipur district,767224,39268515,2021,rajasthan,Q4
7847,dausa district,542538,32691553,2021,rajasthan,Q4
7848,nagaur district,845508,46269589,2021,rajasthan,Q4
7849,bharatpur district,667946,24621512,2021,rajasthan,Q4
7850,barmer district,600203,40205591,2021,rajasthan,Q4
7851,ajmer district,892912,50975533,2021,rajasthan,Q4
7852,chittorgarh district,435907,24182934,2021,rajasthan,Q4
7853,hanumangarh district,369948,21061506,2021,rajasthan,Q4
7854,pratapgarh district,116630,5912035,2021,rajasthan,Q4
7855,sawai madhopur district,386476,21640091,2021,rajasthan,Q4
7856,jalore district,367554,17042645,2021,rajasthan,Q4
7857,bikaner district,691555,36465475,2021,rajasthan,Q4
7858,sikar district,955025,53716422,2021,rajasthan,Q4
7859,dholpur district,198205,9603469,2021,rajasthan,Q4
7860,sirohi district,244921,11837758,2021,rajasthan,Q4
7861,rajsamand district,266920,14512502,2021,rajasthan,Q4
7862,jaisalmer district,216435,16435863,2021,rajasthan,Q4
7863,bundi district,270915,13795157,2021,rajasthan,Q4
7864,jhalawar district,308914,16602215,2021,rajasthan,Q4
7865,alwar district,1474129,76462658,2021,rajasthan,Q4
7866,kota district,831250,39822430,2021,rajasthan,Q4
7867,jhunjhunu district,706897,34507708,2021,rajasthan,Q4
7868,pali district,553792,69349732,2022,rajasthan,Q1
7869,ganganagar district,547992,375275391,2022,rajasthan,Q1
7870,churu district,565326,60875548,2022,rajasthan,Q1
7871,jaipur district,5133527,100209038,2022,rajasthan,Q1
7872,baran district,274308,31164272,2022,rajasthan,Q1
7873,bhilwara district,871188,88473755,2022,rajasthan,Q1
7874,banswara district,189997,25933196,2022,rajasthan,Q1
7875,dungarpur district,171907,19525390,2022,rajasthan,Q1
7876,tonk district,429840,49977776,2022,rajasthan,Q1
7877,jodhpur district,1370206,183816156,2022,rajasthan,Q1
7878,karauli district,330492,24699924,2022,rajasthan,Q1
7879,udaipur district,816476,66660064,2022,rajasthan,Q1
7880,dausa district,578443,20187376,2022,rajasthan,Q1
7881,nagaur district,901819,133495392,2022,rajasthan,Q1
7882,bharatpur district,713425,20913302,2022,rajasthan,Q1
7883,barmer district,642913,231774454,2022,rajasthan,Q1
7884,ajmer district,947827,74534651,2022,rajasthan,Q1
7885,chittorgarh district,465868,47033572,2022,rajasthan,Q1
7886,hanumangarh district,393659,223563976,2022,rajasthan,Q1
7887,pratapgarh district,125125,26261142,2022,rajasthan,Q1
7888,sawai madhopur district,412482,28303144,2022,rajasthan,Q1
7889,jalore district,392559,54718054,2022,rajasthan,Q1
7890,bikaner district,737226,183107441,2022,rajasthan,Q1
7891,sikar district,1017503,53601274,2022,rajasthan,Q1
7892,dholpur district,211933,14633724,2022,rajasthan,Q1
7893,sirohi district,260674,23786718,2022,rajasthan,Q1
7894,rajsamand district,284734,32199404,2022,rajasthan,Q1
7895,jaisalmer district,231261,120379969,2022,rajasthan,Q1
7896,bundi district,289557,31495159,2022,rajasthan,Q1
7897,jhalawar district,330563,40658233,2022,rajasthan,Q1
7898,alwar district,1570711,50622585,2022,rajasthan,Q1
7899,kota district,882916,30096178,2022,rajasthan,Q1
7900,jhunjhunu district,752608,33280479,2022,rajasthan,Q1
7901,pali district,584657,77005278,2022,rajasthan,Q2
7902,ganganagar district,578145,421950406,2022,rajasthan,Q2
7903,churu district,598254,64146292,2022,rajasthan,Q2
7904,jaipur district,5409763,95957044,2022,rajasthan,Q2
7905,baran district,290456,32432236,2022,rajasthan,Q2
7906,bhilwara district,921021,90944545,2022,rajasthan,Q2
7907,banswara district,200791,31207171,2022,rajasthan,Q2
7908,dungarpur district,182055,22714718,2022,rajasthan,Q2
7909,tonk district,455010,50484749,2022,rajasthan,Q2
7910,jodhpur district,1444490,190957063,2022,rajasthan,Q2
7911,karauli district,350206,22434237,2022,rajasthan,Q2
7912,udaipur district,862053,75628048,2022,rajasthan,Q2
7913,dausa district,611894,20588468,2022,rajasthan,Q2
7914,nagaur district,952752,151946783,2022,rajasthan,Q2
7915,bharatpur district,755997,22132942,2022,rajasthan,Q2
7916,barmer district,680437,251676740,2022,rajasthan,Q2
7917,ajmer district,998746,80278864,2022,rajasthan,Q2
7918,chittorgarh district,493379,53085761,2022,rajasthan,Q2
7919,hanumangarh district,415870,252744084,2022,rajasthan,Q2
7920,pratapgarh district,132722,29088449,2022,rajasthan,Q2
7921,sawai madhopur district,436961,28512199,2022,rajasthan,Q2
7922,jalore district,415385,61989441,2022,rajasthan,Q2
7923,bikaner district,778380,192250235,2022,rajasthan,Q2
7924,sikar district,1074986,56239659,2022,rajasthan,Q2
7925,dholpur district,224585,16130121,2022,rajasthan,Q2
7926,sirohi district,275294,26815784,2022,rajasthan,Q2
7927,rajsamand district,301070,38062175,2022,rajasthan,Q2
7928,jaisalmer district,244234,123477036,2022,rajasthan,Q2
7929,bundi district,306807,34122615,2022,rajasthan,Q2
7930,jhalawar district,350492,39762250,2022,rajasthan,Q2
7931,alwar district,1661785,49318462,2022,rajasthan,Q2
7932,kota district,931689,33065934,2022,rajasthan,Q2
7933,jhunjhunu district,795815,34285158,2022,rajasthan,Q2
7934,pali district,614763,86663578,2022,rajasthan,Q3
7935,ganganagar district,609264,497587120,2022,rajasthan,Q3
7936,churu district,630859,93965925,2022,rajasthan,Q3
7937,jaipur district,5696726,97515005,2022,rajasthan,Q3
7938,baran district,306488,35782521,2022,rajasthan,Q3
7939,bhilwara district,971352,111039026,2022,rajasthan,Q3
7940,banswara district,211215,35678679,2022,rajasthan,Q3
7941,dungarpur district,191535,24648975,2022,rajasthan,Q3
7942,tonk district,479568,54127045,2022,rajasthan,Q3
